uploadID,uploadRA,uploadDEC,uploadSearchID,objID,survey,specObjID,distance_arcmin,fov_radius,IAUName,ra,dec,band,nuv_exptime,fuv_exptime,fuv_mag,fuv_magerr,nuv_mag,nuv_magerr,fuv_flux,fuv_fluxerr,nuv_flux,nuv_fluxerr,e_bv,spectra,fuv_fwhm_world,nuv_fwhm_world,ra_cent,dec_cent,minObsDate,meanObsDate,maxObsDate,minObsMJD,meanObsMJD,maxObsMJD,tilename,tilenum,img,subvis,photoextractid,nuv_flux_auto,nuv_flux_aper_7,nuv_artifact,fuv_flux_auto,fuv_flux_aper_7,fuv_artifact
102634,177.256,0.3225,490,6379113779684185235,AIS,0,0.4434713428,0.3658259809,GALEX J114901.6+001947,177.2568034,0.3298473926,2,221,109,22.2045326,0.548760831,-999,-999,4.766385,2.40847635,-999,-999,0.0305762049,FALSE,0.00229628757,-99,176.93724,0.50793,3/2/2004,9/11/2005,3/22/2007,53066.63876,53624.13876,54181.6538,AIS_233,50233,1,61,6379113779682082816,-99,-99,0,0.04427791759,0.05207249895,0
102634,177.256,0.3225,490,6379113779683132950,AIS,0,0.4821230137,0.3669428825,GALEX J114900.1+001900,177.2504286,0.3167096962,1,221,109,-999,-999,22.0250645,0.325413972,-999,-999,5.62307024,1.68492234,0.0300195348,FALSE,-99,0.00271062739,176.93724,0.50793,3/2/2004,9/11/2005,3/22/2007,53066.63876,53624.13876,54181.6538,AIS_233,50233,1,61,6379113779682082816,0.166714713,0.2095599324,0,-99,-99,0
100563,173.61,3.06389,485,6379113725997094176,AIS,0,0.4170198752,0.2441521138,GALEX J113426.7+030325,173.611525,3.057108548,2,199.1,199.1,17.6291065,0.045083642,-999,-999,322.3734,13.382844,-999,-999,0.022650728,FALSE,0.00132296351,-99,173.37366,3.00066,3/18/2006,9/27/2006,4/7/2007,53812.55503,54005.2217,54197.95339,AIS_233,50233,1,11,6379113725994991616,-99,-99,2,2.994727373,3.066059828,0
100518,173.545,11.0308,484,6379078593164611888,AIS,0,0.4678919761,0.4529128373,GALEX J113410.1+110124,173.5423105,11.02346223,2,135,135,12.0275173,0.005035086,-999,-999,56104.14,260.118958,-999,-999,0.0261711031,FALSE,0.00236330321,-99,173.88911,10.7249,2/27/2007,2/27/2007,2/27/2007,54158.58159,54158.58159,54158.58315,AIS_232,50232,1,59,6379078593162510336,-99,-99,0,521.1862793,493.3609619,0
100518,173.545,11.0308,484,6379078593163560612,AIS,0,0.478373632,0.4567638636,GALEX J113409.3+110131,173.5389228,11.02550982,1,135,135,-999,-999,11.5948505,0.00212642574,-999,-999,83571.7,163.636292,0.0261711031,FALSE,-99,0.01395946,173.88911,10.7249,2/27/2007,2/27/2007,2/27/2007,54158.58159,54158.58159,54158.58315,AIS_232,50232,1,59,6379078593162510336,2477.762451,748.312439,0,-99,-99,0
100518,173.545,11.0308,484,6379078581353451710,AIS,0,0.4510644298,0.573677659,GALEX J113410.1+110125,173.5421477,11.02382301,2,138,138,12.4071932,0.005196422,-999,-999,39548.0273,189.234085,-999,-999,0.0261711031,FALSE,0.00169745123,-99,173.38424,11.57621,2/25/2007,2/25/2007,2/25/2007,54156.65631,54156.65631,54156.65791,AIS_232,50232,1,48,6379078581351350272,-99,-99,1,367.3862305,350.1824951,128
100518,173.545,11.0308,484,6379078581352398849,AIS,0,0.4200554704,0.5724574924,GALEX J113409.9+110129,173.5412512,11.024844,1,138,138,-999,-999,11.9502268,0.00239453744,-999,-999,60243.3242,132.8314,0.02582915,FALSE,-99,0.0170754567,173.38424,11.57621,2/25/2007,2/25/2007,2/25/2007,54156.65631,54156.65631,54156.65791,AIS_232,50232,1,48,6379078581351350272,1786.114746,368.9173889,1,-99,-99,128
99285,171.408,16.4669,478,6379043441004777725,AIS,0,0.2795163844,0.3088822067,GALEX J112536.9+162810,171.4039446,16.46946477,2,112,112,21.24636,0.381903529,-999,-999,11.5201368,4.05117941,-999,-999,0.02850333,FALSE,0.00255674985,-99,171.20175,16.71,2/23/2007,2/23/2007,2/23/2007,54154.45551,54154.45551,54154.45681,AIS_231,50231,1,89,6379043441002676224,-99,-99,0,0.1070177183,0.1446742117,0
99285,171.408,16.4669,478,6379043441004777703,AIS,0,0.456298802,0.318888694,GALEX J112539.8+162757,171.4158624,16.4659074,2,112,112,20.7093754,0.302336216,-999,-999,18.890873,5.259111,-999,-999,0.02850333,FALSE,0.004170373,-99,171.20175,16.71,2/23/2007,2/23/2007,2/23/2007,54154.45551,54154.45551,54154.45681,AIS_231,50231,1,89,6379043441002676224,-99,-99,0,0.175489068,0.1536418945,0
75332,132.63,33.3119,402,6378480426625797035,AIS,0,0.4609713377,0.508105278,GALEX J085031.0+331910,132.6295219,33.31957246,1,170,169,-999,-999,21.69711,0.31007424,-999,-999,7.605987,2.171658,0.0355679654,FALSE,-99,0.00414570328,132.04366,33.18492,1/20/2006,1/22/2006,1/24/2006,53755.49455,53757.61955,53759.74339,AIS_215,50215,1,29,6378480426624745472,0.225504905,0.1919987798,1,-99,-99,0
75332,132.63,33.3119,402,6378480425552056121,AIS,0,0.2141593495,0.5780078769,GALEX J085030.3+331834,132.6266324,33.30970465,1,181,176,-999,-999,20.2323761,0.216965035,-999,-999,29.3122635,5.856111,0.0352453738,FALSE,-99,0.005953938,133.16206,32.94497,1/20/2006,1/22/2006,1/24/2006,53755.49598,53757.62098,53759.74466,AIS_215,50215,1,28,6378480425551003648,0.8690600395,0.5385398865,0,-99,-99,0
81809,141.945,-6.06806,421,6378374917533995597,AIS,0,0.2006047471,0.4494468868,GALEX J092746.6-060416,141.9444057,-6.071350774,2,159,159,17.8955574,0.057820715,-999,-999,252.219818,13.4286652,-999,-999,0.0375684761,FALSE,0.00120595191,-99,141.97988,-5.62329,2/24/2006,2/1/2007,1/9/2008,53790.15637,54132.28137,54474.4483,AIS_212,50212,1,70,6378374917531893760,-99,-99,1,2.343026876,2.437156439,0
81809,141.945,-6.06806,421,6378374917532942337,AIS,0,0.3384643392,0.4517594576,GALEX J092746.6-060425,141.9444236,-6.073671882,1,159,159,-999,-999,12.7719011,0.00340432371,-999,-999,28264.3613,88.601326,0.0375684761,FALSE,-99,0.0158499852,141.97988,-5.62329,2/24/2006,2/1/2007,1/9/2008,53790.15637,54132.28137,54474.4483,AIS_212,50212,1,70,6378374917531893760,837.9914551,338.9844055,1,-99,-99,0
77084,134.918,-19.2058,409,6378304525167497108,AIS,0,0.1736132338,0.2391818017,GALEX J085939.8-191229,134.9161264,-19.20808955,2,112,112,15.9193268,0.0284635033,-999,-999,1556.93738,40.80653,-999,-999,0.19787164,FALSE,0.00115313975,-99,134.69016,-19.31627,3/1/2006,3/1/2006,3/1/2006,53795.71179,53795.71179,53795.71309,AIS_210,50210,1,48,6378304525165395968,-99,-99,2,14.46335983,14.79383564,0
77084,134.918,-19.2058,409,6378304525166446178,AIS,0,0.07875135845,0.2407650948,GALEX J085940.1-191225,134.9174154,-19.20699076,1,112,112,-999,-999,11.7766266,0.00274567585,-999,-999,70688.5547,178.7181,0.19787164,FALSE,-99,0.00769959856,134.69016,-19.31627,3/1/2006,3/1/2006,3/1/2006,53795.71179,53795.71179,53795.71309,AIS_210,50210,1,48,6378304525165395968,2095.79834,1470.320313,2,-99,-99,0
69830,124.604,-12.6114,379,6378163812374156118,AIS,0,0.337928194,0.3340739012,GALEX J081826.0-123628,124.6084327,-12.60779323,1,160,160,-999,-999,18.7893448,0.0594846532,-999,-999,110.729141,6.06508732,0.104522087,FALSE,-99,0.00142981822,124.68829,-12.93266,1/29/2006,1/29/2006,1/30/2006,53764.54402,53764.96068,53765.43556,AIS_206,50206,1,71,6378163812373102592,3.282935381,3.502236605,2,-99,-99,0
64235,118.185,-5.42444,365,6378128593643378033,AIS,0,0.475168348,0.1044021919,GALEX J075244.4-052459,118.1851353,-5.416521673,2,82,82,21.00323,0.4274205,-999,-999,14.4115276,5.671991,-999,-999,0.09688687,FALSE,0.002212331,-99,118.12824,-5.32882,1/27/2006,1/28/2006,1/28/2006,53762.70297,53763.11964,53763.52573,AIS_205,50205,1,39,6378128593641275392,-99,-99,2,0.1338776499,0.2262932509,0
74688,131.338,-2.59639,400,6377987859376248518,AIS,0,0.3162162938,0.1756180376,GALEX J084520.6-023604,131.3358313,-2.601194393,2,197.05,197.05,16.7965183,0.0262559876,-999,-999,694.0565,16.780056,-999,-999,0.0259983167,FALSE,0.002322813,-99,131.16221,-2.62879,2/15/2006,2/10/2007,2/4/2008,53781.66145,54141.07811,54500.4664,AIS_201,50201,1,42,6377987859374145536,-99,-99,130,6.447523117,6.523634911,0
74688,131.338,-2.59639,400,6377987859375196279,AIS,0,0.309566362,0.1764483005,GALEX J084520.8-023604,131.3367028,-2.601384052,1,197.05,197.05,-999,-999,11.9918938,0.00224251975,-999,-999,57975.17,119.714973,0.0259983167,FALSE,-99,0.004459286,131.16221,-2.62879,2/15/2006,2/10/2007,2/4/2008,53781.66145,54141.07811,54500.4664,AIS_201,50201,1,42,6377987859374145536,1718.867676,1370.839355,130,-99,-99,0
66011,120.482,8.90667,370,6377917528211985584,AIS,0,0.3219408526,0.4119683802,GALEX J080156.7+085434,120.4865175,8.909648639,1,349,349,-999,-999,20.8656044,0.2250443,-999,-999,16.359045,3.389972,0.0185133852,FALSE,-99,0.006317737,120.1914,8.61871,1/2/2006,1/23/2006,2/14/2006,53737.2963,53758.96296,53780.7075,AIS_199,50199,1,77,6377917528210931712,0.4850185513,0.4365879595,0,-99,-99,0
68256,123.057,17.6522,374,6377917484189618747,AIS,0,0.4896639667,0.3868395984,GALEX J081215.4+173852,123.0642519,17.64785864,2,173,173,19.2483845,0.108970851,-999,-999,72.5517349,7.27994871,-999,-999,0.04641166,FALSE,0.0050365217,-99,123.04092,18.03406,2/15/2006,1/27/2007,1/9/2008,53781.12557,54127.87557,54474.65941,AIS_199,50199,1,36,6377917484187516928,-99,-99,0,0.6739782095,0.6918247938,0
68255,123.057,17.6522,375,6377917484189618747,AIS,0,0.4896639667,0.3868395984,GALEX J081215.4+173852,123.0642519,17.64785864,2,173,173,19.2483845,0.108970851,-999,-999,72.5517349,7.27994871,-999,-999,0.04641166,FALSE,0.0050365217,-99,123.04092,18.03406,2/15/2006,1/27/2007,1/9/2008,53781.12557,54127.87557,54474.65941,AIS_199,50199,1,36,6377917484187516928,-99,-99,0,0.6739782095,0.6918247938,0
68256,123.057,17.6522,374,6377917484189618743,AIS,0,0.3332994143,0.3866101503,GALEX J081212.8+173851,123.05367,17.64764059,2,173,173,15.8082132,0.0201795176,-999,-999,1724.71216,32.0477524,-999,-999,0.04641166,FALSE,0.0020275712,-99,123.04092,18.03406,2/15/2006,1/27/2007,1/9/2008,53781.12557,54127.87557,54474.65941,AIS_199,50199,1,36,6377917484187516928,-99,-99,128,16.02192497,16.15700912,0
68255,123.057,17.6522,375,6377917484189618743,AIS,0,0.3332994143,0.3866101503,GALEX J081212.8+173851,123.05367,17.64764059,2,173,173,15.8082132,0.0201795176,-999,-999,1724.71216,32.0477524,-999,-999,0.04641166,FALSE,0.0020275712,-99,123.04092,18.03406,2/15/2006,1/27/2007,1/9/2008,53781.12557,54127.87557,54474.65941,AIS_199,50199,1,36,6377917484187516928,-99,-99,128,16.02192497,16.15700912,0
68256,123.057,17.6522,374,6377917484188565505,AIS,0,0.4854764204,0.3893750608,GALEX J081212.8+173841,123.0534118,17.64486673,1,173,173,-999,-999,11.711153,0.002081538,-999,-999,75082.41,143.910568,0.04641166,FALSE,-99,0.02133523,123.04092,18.03406,2/15/2006,1/27/2007,1/9/2008,53781.12557,54127.87557,54474.65941,AIS_199,50199,1,36,6377917484187516928,2226.068848,589.6245728,128,-99,-99,0
68255,123.057,17.6522,375,6377917484188565505,AIS,0,0.4854764204,0.3893750608,GALEX J081212.8+173841,123.0534118,17.64486673,1,173,173,-999,-999,11.711153,0.002081538,-999,-999,75082.41,143.910568,0.04641166,FALSE,-99,0.02133523,123.04092,18.03406,2/15/2006,1/27/2007,1/9/2008,53781.12557,54127.87557,54474.65941,AIS_199,50199,1,36,6377917484187516928,2226.068848,589.6245728,128,-99,-99,0
71153,126.663,24.54,384,6377776756364939221,AIS,0,0.3715785977,0.4972689748,GALEX J082639.8+243203,126.6659027,24.53439819,2,112,112,14.1258984,0.011665931,-999,-999,8121.617,87.2433,-999,-999,0.0614695922,FALSE,0.00122006633,-99,127.19302,24.66698,1/10/2006,1/10/2006,1/10/2006,53745.77368,53745.77368,53745.77498,AIS_195,50195,1,45,6377776756362838016,-99,-99,0,75.44675446,76.0618515,0
71153,126.663,24.54,384,6377776756363886740,AIS,0,0.4018150902,0.4987284243,GALEX J082639.4+243200,126.6645285,24.53344902,1,112,112,-999,-999,12.2953272,0.003197107,-999,-999,43839.84,129.061371,0.0614695922,FALSE,-99,0.0180976056,127.19302,24.66698,1/10/2006,1/10/2006,1/10/2006,53745.77368,53745.77368,53745.77498,AIS_195,50195,1,45,6377776756362838016,1299.778564,373.1221313,0,-99,-99,0
71153,126.663,24.54,384,6377776745627521174,AIS,0,0.3672914786,0.5490674376,GALEX J082639.7+243203,126.6655927,24.53435108,2,112,112,13.898737,0.01278578,-999,-999,10011.68,117.870293,-999,-999,0.0614695922,FALSE,0.00112990686,-99,126.13642,24.79935,1/10/2006,1/10/2006,1/10/2006,53745.77193,53745.77193,53745.77323,AIS_195,50195,1,35,6377776745625419776,-99,-99,129,93.0047226,94.07356262,0
71153,126.663,24.54,384,6377776745626468819,AIS,0,0.4335058135,0.5507425666,GALEX J082640.2+243202,126.6675189,24.53405832,1,112,112,-999,-999,12.2833176,0.0033323965,-999,-999,44327.457,136.019028,0.0614695922,FALSE,-99,0.01263865,126.13642,24.79935,1/10/2006,1/10/2006,1/10/2006,53745.77193,53745.77193,53745.77323,AIS_195,50195,1,35,6377776745625419776,1314.235596,441.4675293,129,-99,-99,0
67767,122.608,25.5394,372,6377776716635443341,AIS,0,0.4450987548,0.5215618014,GALEX J081026.3+253248,122.6096145,25.54667389,1,219,219,-999,-999,22.9657116,0.5087755,-999,-999,2.36436844,1.10767293,0.0398605019,FALSE,-99,0.00237163575,123.00896,25.17011,2/16/2006,2/5/2007,1/26/2008,53782.15095,54136.81762,54491.50737,AIS_195,50195,1,8,6377776716634390528,0.07009960711,-0.02170213498,1,-99,-99,0
67767,122.608,25.5394,372,6377776716635443298,AIS,0,0.4437865256,0.5208865404,GALEX J081024.0+253214,122.6001383,25.53730505,1,219,219,-999,-999,22.2926464,0.353132069,-999,-999,4.39481974,1.42905331,0.0398605019,FALSE,-99,0.00300556351,123.00896,25.17011,2/16/2006,2/5/2007,1/26/2008,53782.15095,54136.81762,54491.50737,AIS_195,50195,1,8,6377776716634390528,0.1302991211,0.08500384539,19,-99,-99,0
78661,137.46,11.5608,414,6377741594541429272,AIS,0,0.2140257711,0.4075211883,GALEX J090949.9+113328,137.4579088,11.55787994,2,187,187,21.0157928,0.246580765,-999,-999,14.2457447,3.23455477,-999,-999,0.0249828119,FALSE,0.00248958333,-99,137.8663,11.63555,2/21/2006,2/2/2007,1/15/2008,53787.28,54133.86333,54480.47738,AIS_194,50194,1,66,6377741594539327488,-99,-99,0,0.1323375851,0.1873470247,0
78418,137.225,26.6461,413,6377706372587327489,AIS,0,0.4489885377,0.4742745459,GALEX J090852.0+263839,137.2168386,26.64443102,1,308,187,-999,-999,22.29281,0.462281317,-999,-999,4.394152,1.87047386,0.033425875,FALSE,-99,0.00233128341,137.68355,26.41952,1/18/2005,1/25/2005,1/31/2005,53388.90969,53395.15969,53401.44264,AIS_193,50193,1,31,6377706372586274816,0.1302793324,0.2544000447,1,-99,-99,0
78418,137.225,26.6461,413,6377706372587327479,AIS,0,0.4823808847,0.4607364237,GALEX J090855.6+263827,137.2320446,26.64110107,1,308,187,-999,-999,22.5152512,0.456532657,-999,-999,3.58013177,1.50501573,0.033425875,FALSE,-99,0.00380016281,137.68355,26.41952,1/18/2005,1/25/2005,1/31/2005,53388.90969,53395.15969,53401.44264,AIS_193,50193,1,31,6377706372586274816,0.1061449721,0.1540606618,1,-99,-99,0
78418,137.225,26.6461,413,6377706361849908066,AIS,0,0.4845631893,0.5731765032,GALEX J090855.4+263823,137.2308193,26.63992199,1,496,384,-999,-999,22.1927662,0.338820755,-999,-999,4.81829,1.50325668,0.033425875,FALSE,-99,0.004748961,136.58981,26.657,1/18/2005,7/27/2006,2/1/2008,53388.90634,53943.32301,54497.73252,AIS_193,50193,1,21,6377706361848856576,0.142854318,0.09347161651,35,-99,-99,32
25867,61.7492,29.0036,174,6377636039277678025,AIS,0,0.1810888705,0.4400082231,GALEX J040700.3+290005,61.75154786,29.00138807,2,213,208,13.7105389,0.00664348,-999,-999,11906.5576,72.837,-999,-999,0.5427209,FALSE,0.00147262344,-99,61.30184,29.19939,12/23/2005,6/22/2006,12/19/2006,53727.50168,53908.00168,54088.52682,AIS_191,50191,1,64,6377636039275577344,-99,-99,128,110.6074219,107.3090973,0
25867,61.7492,29.0036,174,6377636039276626030,AIS,0,0.2660110968,0.4413437545,GALEX J040700.6+290001,61.75266734,29.00036585,1,213,208,-999,-999,10.9137163,0.00134320965,-999,-999,156499.5,193.565033,0.5427209,FALSE,-99,0.0147172958,61.30184,29.19939,12/23/2005,6/22/2006,12/19/2006,53727.50168,53908.00168,54088.52682,AIS_191,50191,1,64,6377636039275577344,4639.950684,1311.981201,128,-99,-99,0
25867,61.7492,29.0036,174,6377636038203936182,AIS,0,0.1813751445,0.5320351124,GALEX J040700.4+290005,61.75173045,29.00154084,2,199,199,13.0537224,0.00522525841,-999,-999,21802.8379,104.90374,-999,-999,0.5427209,FALSE,0.00144819333,-99,62.35655,28.94589,12/23/2005,6/22/2006,12/19/2006,53727.70373,53908.24539,54088.79742,AIS_191,50191,1,63,6377636038201835520,-99,-99,128,202.5401306,201.6748505,0
25867,61.7492,29.0036,174,6377636038202884750,AIS,0,0.1529625076,0.535240829,GALEX J040659.5+290004,61.74801458,29.00127096,1,199,199,-999,-999,11.4065065,0.001650622,-999,-999,99402.29,151.0825,0.5427209,FALSE,-99,0.02886284,62.35655,28.94589,12/23/2005,6/22/2006,12/19/2006,53727.70373,53908.24539,54088.79742,AIS_191,50191,1,63,6377636038201835520,2947.113037,441.775238,128,-99,-99,0
28271,67.2033,30.3728,206,6377600851683312224,AIS,0,0.3861693563,0.4791628718,GALEX J042847.1+302230,67.19632068,30.37507316,1,145.4,145.4,-999,-999,20.953804,0.3628265,-999,-999,15.0826712,5.039036,0.402585775,FALSE,-99,0.00319142,66.76842,30.68125,12/25/2005,6/23/2006,12/20/2006,53729.68758,53909.47925,54089.27505,AIS_190,50190,1,61,6377600851682263040,0.4471761882,0.4870560765,0,-99,-99,0
28271,67.2033,30.3728,206,6377600850610622395,AIS,0,0.4869486281,0.6098424196,GALEX J042846.5+302215,67.19412774,30.37099909,2,215,215,21.4395561,0.488901526,-999,-999,9.642271,4.34081125,-999,-999,0.402585775,FALSE,0.00236142357,-99,67.90068,30.39062,12/25/2005,6/23/2006,12/20/2006,53729.68589,53909.47756,54089.27339,AIS_190,50190,1,60,6377600850608521216,-99,-99,32,0.08957305551,-0.1565577239,32
28271,67.2033,30.3728,206,6377600850609571453,AIS,0,0.3194060139,0.6053533554,GALEX J042847.7+302236,67.19912977,30.37672361,1,215,215,-999,-999,20.651392,0.3769694,-999,-999,19.9270229,6.9170146,0.402585775,FALSE,-99,0.00364939566,67.90068,30.39062,12/25/2005,6/23/2006,12/20/2006,53729.68589,53909.47756,54089.27339,AIS_190,50190,1,60,6377600850608521216,0.590803206,0.9345738292,33,-99,-99,32
28271,67.2033,30.3728,206,6377600850609571413,AIS,0,0.262455066,0.6058635116,GALEX J042847.7+302215,67.19874762,30.37087442,1,215,215,-999,-999,19.8545742,0.257199764,-999,-999,41.5116539,9.831297,0.402585775,FALSE,-99,0.00493867928,67.90068,30.39062,12/25/2005,6/23/2006,12/20/2006,53729.68589,53909.47756,54089.27339,AIS_190,50190,1,60,6377600850608521216,1.230751753,0.7606595755,32,-99,-99,32
16160,38.9708,6.85361,101,6377424944855256684,AIS,0,0.477663551,0.5842282772,GALEX J023553.8+065138,38.97427583,6.860784211,1,199.05,199.05,-999,-999,22.4421387,0.56896925,-999,-999,3.8295188,2.00633383,0.1109485,FALSE,-99,0.00155865029,38.52207,6.48716,10/18/2007,10/20/2007,10/23/2007,54391.18138,54393.93138,54396.72858,AIS_185,50185,1,75,6377424944854204416,0.1135388836,0.249243021,137,-99,-99,0
16160,38.9708,6.85361,101,6377424944855256464,AIS,0,0.4516441521,0.5834532976,GALEX J023554.7+065116,38.97830313,6.85469014,1,199.05,199.05,-999,-999,21.5658875,0.476183921,-999,-999,8.583105,3.7634778,0.1109485,FALSE,-99,0.004279167,38.52207,6.48716,10/18/2007,10/20/2007,10/23/2007,54391.18138,54393.93138,54396.72858,AIS_185,50185,1,75,6377424944854204416,0.2544748485,0.2492230833,153,-99,-99,0
16160,38.9708,6.85361,101,6377424944855256455,AIS,0,0.3843740306,0.5769497752,GALEX J023553.9+065054,38.97482974,6.848606791,1,199.05,199.05,-999,-999,21.9551926,0.6471806,-999,-999,5.996842,3.57370162,0.1109485,FALSE,-99,0.00265198154,38.52207,6.48716,10/18/2007,10/20/2007,10/23/2007,54391.18138,54393.93138,54396.72858,AIS_185,50185,1,75,6377424944854204416,0.1777964234,0.2222722918,153,-99,-99,0
11257,27.7042,11.0461,78,6377389711092092741,AIS,0,0.4466357532,0.5467814207,GALEX J015047.6+110303,27.69854476,11.05106033,2,202,202,22.0147228,0.408672452,-999,-999,5.676916,2.136279,-999,-999,0.100208551,FALSE,0.00217263051,-99,27.34561,11.47433,10/15/2007,10/27/2007,11/8/2007,54388.50959,54400.42626,54412.40623,AIS_184,50184,1,29,6377389711089991680,-99,-99,0,0.05273640528,0.0486266613,0
11257,27.7042,11.0461,78,6377389711092092729,AIS,0,0.1551477788,0.5528959036,GALEX J015048.3+110244,27.70161034,11.04562443,2,202,202,20.5737,0.22408016,-999,-999,21.4053288,4.416675,-999,-999,0.102918543,FALSE,0.005784429,-99,27.34561,11.47433,10/15/2007,10/27/2007,11/8/2007,54388.50959,54400.42626,54412.40623,AIS_184,50184,1,29,6377389711089991680,-99,-99,0,0.1988474131,0.2338051051,0
9919,24.2779,12.1436,66,6377389685322289707,AIS,0,0.2210839858,0.5019013286,GALEX J013705.9+120830,24.27458413,12.14184821,2,263,263,13.2040482,0.00505553745,-999,-999,18983.7715,88.37308,-999,-999,0.057374116,FALSE,0.00129455735,-99,24.7864,12.18152,9/15/2007,10/7/2007,10/29/2007,54358.94222,54380.52556,54402.14986,AIS_184,50184,1,5,6377389685320187904,-99,-99,137,176.352066,174.3148651,0
9919,24.2779,12.1436,66,6377389685321236929,AIS,0,0.3895898869,0.5047745705,GALEX J013705.2+120828,24.27167863,12.14132662,1,263,263,-999,-999,11.392889,0.00139241118,-999,-999,100657.023,129.057053,0.057374116,FALSE,-99,0.06407013,24.7864,12.18152,9/15/2007,10/7/2007,10/29/2007,54358.94222,54380.52556,54402.14986,AIS_184,50184,1,5,6377389685320187904,2984.313721,623.0667114,137,-99,-99,0
9919,24.2779,12.1436,66,6377389682101064178,AIS,0,0.23303523,0.4989339113,GALEX J013705.8+120830,24.27437915,12.14180084,2,211,211,13.2609015,0.006206396,-999,-999,18015.291,102.955833,-999,-999,0.057374116,FALSE,0.0013908695,-99,23.76598,12.09866,9/15/2007,10/7/2007,10/29/2007,54358.94057,54380.5239,54402.14792,AIS_184,50184,1,2,6377389682098962432,-99,-99,136,167.3552551,165.3229218,0
9919,24.2779,12.1436,66,6377389682100011716,AIS,0,0.102107001,0.5018488765,GALEX J013706.5+120831,24.27735571,12.14198354,1,211,211,-999,-999,11.3297157,0.00155688846,-999,-999,106687.438,152.947,0.057374116,FALSE,-99,0.0360994674,23.76598,12.09866,9/15/2007,10/7/2007,10/29/2007,54358.94057,54380.5239,54402.14792,AIS_184,50184,1,2,6377389682098962432,3163.105713,688.8318481,136,-99,-99,0
22905,55.0558,-15.2264,157,6377319404624941712,AIS,0,0.4684900578,0.4788003862,GALEX J034011.4-151336,55.04771248,-15.22666693,2,224,224,17.7662411,0.050274387,-999,-999,284.1226,13.152936,-999,-999,0.05930671,FALSE,0.00122833776,-99,54.60169,-15.01726,11/30/2003,11/30/2003,11/30/2003,52973.68434,52973.68434,52973.68905,AIS_182,50182,1,87,6377319404622839808,-99,-99,1,2.639391422,2.737844706,0
22905,55.0558,-15.2264,157,6377319404623889298,AIS,0,0.4062953427,0.4795294404,GALEX J034011.7-151334,55.04878505,-15.22620211,1,224,224,-999,-999,13.2099361,0.00334466784,-999,-999,18881.0156,58.14984,0.05930671,FALSE,-99,0.00347065181,54.60169,-15.01726,11/30/2003,11/30/2003,11/30/2003,52973.68434,52973.68434,52973.68905,AIS_182,50182,1,87,6377319404622839808,559.7908325,504.1840515,1,-99,-99,0
22905,55.0558,-15.2264,157,6377319403552244987,AIS,0,0.4450638893,0.5371041894,GALEX J034011.5-151335,55.04811485,-15.22658723,3,111,111,17.94341,0.06932962,14.1911726,0.007759827,241.3444,15.40729,7647.69531,54.645298,0.05930671,FALSE,0.001203643,0.00518765347,55.59944,-15.15318,11/30/2003,11/30/2003,11/30/2003,52973.68609,52973.68609,52973.68737,AIS_182,50182,1,86,6377319403549097984,226.7414856,142.2962341,0,2.241998434,2.305845976,0
18894,45.5346,-6.48889,133,6377284169788031171,AIS,0,0.474338906,0.3878052831,GALEX J030209.4-062942,45.53935576,-6.495228069,3,119,119,17.476656,0.06139167,12.4017868,0.00332237035,370.970428,20.97099,39745.24,121.591522,0.0672313049,FALSE,0.00108139042,0.005348359,45.63729,-6.11984,11/25/2003,11/25/2003,11/25/2003,52968.41185,52968.41185,52968.41323,AIS_181,50181,1,40,6377284169784885248,1178.380371,951.8574829,128,3.446175098,3.512894392,0
16160,38.9708,6.85361,101,6377248943537914043,AIS,0,0.2596043977,0.4915703535,GALEX J023552.0+065118,38.96669799,6.855070781,1,214,214,-999,-999,22.8514042,0.441191882,-999,-999,2.62686586,1.06717479,0.1109485,FALSE,-99,0.00216539227,39.02832,7.34282,10/18/2007,10/20/2007,10/23/2007,54391.17803,54393.92803,54396.72538,AIS_180,50180,1,1,6377248943536865280,0.07788221538,0.03002729453,17,-99,-99,0
15524,37.6371,25.2453,98,6377178632776847575,AIS,0,0.312639105,0.5974720716,GALEX J023031.5+251439,37.63145855,25.24424463,2,185,185,21.3569164,0.481187671,-999,-999,10.4048357,4.61020136,-999,-999,0.118002661,FALSE,0.00345666241,-99,37.02957,24.99929,10/23/2007,10/27/2007,10/30/2007,54396.59049,54400.09049,54403.64455,AIS_178,50178,1,55,6377178632774746112,-99,-99,169,0.09665699303,0.2042153031,288
13872,33.9217,25.0492,92,6377178600565638700,AIS,0,0.4864720089,0.05868227407,GALEX J021542.7+250236,33.92818089,25.04360863,3,213,213,16.1056347,0.0208146777,11.6855516,0.00187155406,1311.43909,25.1355267,76873.93,132.480408,0.06996589,FALSE,0.00133634917,0.006130071,33.93722,24.9855,10/21/2007,10/25/2007,10/29/2007,54394.13532,54398.38532,54402.62723,AIS_178,50178,1,25,6377178600562491392,2279.18457,1364.775391,2,12.18277359,12.41347694,0
13871,33.9263,25.7492,91,6377178599489799507,AIS,0,0.4654356314,0.5107813478,GALEX J021543.8+254516,33.93262706,25.75446308,1,218,218,-999,-999,21.8937054,0.48310858,-999,-999,6.34625053,2.823138,0.0653147,FALSE,-99,0.002737917,34.46929,25.92059,10/21/2007,10/25/2007,10/29/2007,54394.13204,54398.34037,54402.624,AIS_178,50178,1,24,6377178599488749568,0.1881558001,0.348644048,256,-99,-99,0
