106112, 183.045, 77.6103
106516, 183.786, -10.2728
107192, 183.857, 87.6944
107398, 185.183, 27.0617
107705, 185.651, 5.31194
108799, 187.521, -13.3861
108954, 187.713, 53.0642
109358, 188.463, 41.3483
109573, 188.997, -39.8678
110379, 190.433, -1.44861
110380, 190.433, -1.44861
111164, 191.807, 11.9536
111199, 191.892, -6.29611
111395, 192.203, 24.8544
111456, 192.157, 60.3214
111998, 193.313, -3.54333
112014, 192.292, 83.4225
112412, 194.027, 38.325
112413, 194.027, 38.325
112935, 195.147, -33.5058
113022, 195.159, 18.3778
113139, 195.192, 56.3781
113337, 195.462, 63.6122
113848, 196.571, 21.1647
114371, 197.973, -69.9489
114378, 197.504, 17.5339
114379, 197.504, 17.5339
114613, 198.033, -37.7983
114630, 198.215, -59.8147
114710, 197.992, 27.8519
115149, 199.18, -65.1286
115383, 199.2, 9.40556
116160, 200.448, 2.09278
116235, 200.563, 5.15972
116568, 201.122, -5.17167
116656, 200.976, 54.9283
116657, 200.976, 54.9117
116842, 201.296, 54.9794
117025, 202.306, -64.685
117200, 201.771, 64.7314
117201, 201.772, 64.6981
117661, 203.027, -18.7317
118098, 203.682, 0.595833
118216, 203.688, 37.1881
118261, 204.313, -61.6942
118646, 204.683, -29.5589
118889, 204.911, 10.7425
119055, 205.17, 19.9603
119124, 205.072, 50.5269
119288, 205.57, 8.395
119756, 206.437, -33.0517
120136, 206.827, 17.4506
120602, 207.605, 5.48722
120690, 207.87, -24.3956
120759, 208.012, -31.6283
120874, 207.636, 58.5381
120987, 208.39, -35.6767
121325, 208.742, -8.04139
121336, 209.067, -54.1239
121370, 208.667, 18.4086
122064, 209.379, 61.4964
122066, 210.007, -25.0022
122510, 210.751, -31.6822
124115, 212.898, 1.3625
124580, 213.908, -44.9997
124425, 213.409, 0.835
125040, 214.142, 20.1194
125111, 214.098, 39.7528
125161, 214.042, 51.3694
125283, 214.839, -36.9947
125451, 214.807, 13.0061
126128, 215.857, 8.44528
126129, 215.857, 8.44528
126141, 215.777, 25.345
126354, 216.558, -45.3853
126504, 216.819, -46.1339
126660, 216.312, 51.8656
126722, 216.84, -6.11611
126868, 217.042, -2.23167
126943, 216.866, 41.0183
126983, 217.593, -49.5128
127486, 218.386, -55.0086
127726, 218.084, 26.6917
127739, 218.14, 22.2586
127821, 217.705, 63.1911
128093, 218.535, 32.5447
128167, 218.658, 29.7453
128429, 219.28, -12.3186
128620, 220.106, -60.8486
128917, 220.482, -58.6294
129002, 219.708, 44.4022
129798, 220.495, 61.2581
130109, 221.568, 1.89611
130603, 222.112, 24.3667
130819, 222.686, -15.9972
130945, 222.341, 46.1189
130948, 222.564, 23.9197
131156, 222.85, 19.1047
131511, 223.373, 19.1581
131923, 224.543, -48.8528
131977, 224.33, -21.3697
132254, 224.075, 49.6472
133002, 222.562, 82.5122
133408, 226.042, 5.47583
133484, 225.787, 44.6419
133640, 225.967, 47.66
134044, 226.657, 36.4478
134083, 226.818, 24.8817
135235, 228.964, -48.0719
136347, 230.387, -38.2278
136351, 230.523, -47.9272
136359, 230.807, -60.6594
136751, 230.186, 44.4403
136933, 231.185, -39.7219
137052, 231.057, -10.305
137107, 230.804, 30.2942
137108, 230.804, 30.2942
137333, 235.785, -84.4694
137392, 231.125, 37.3303
138268, 232.916, -20.1581
138290, 232.738, 8.57472
138488, 233.306, -24.4886
138763, 233.574, -5.68583
139006, 233.68, 26.7161
139389, 234.22, 29.9872
139460, 234.649, -8.79417
139461, 234.649, -8.79417
139493, 233.995, 54.6203
139664, 235.301, -44.6572
139777, 232.338, 80.4486
139798, 234.572, 46.8075
140232, 235.477, 18.4633
140285, 236.113, -41.8172
140538, 236.035, 2.51722
140722, 236.55, -28.0631
140901, 236.889, -37.9108
141004, 236.62, 7.35528
141187, 236.838, 14.1075
141675, 236.904, 55.3769
141851, 237.83, -3.10194
142529, 239.283, -48.1419
142542, 239.072, -31.7761
142860, 239.096, 15.6925
142908, 238.934, 37.9422
143333, 240.097, -16.5169
143474, 240.89, -57.7628
144069, 241.102, -11.375
144070, 241.102, -11.375
144284, 240.486, 58.5569
144362, 241.433, -6.28861
144415, 241.818, -36.7533
144668, 242.151, -39.1006
145976, 243.206, 26.6778
146361, 243.671, 33.8656
146362, 243.671, 33.8656
147365, 244.987, 39.7108
147449, 245.521, 1.03028
147513, 246.016, -39.2006
147553, 245.985, -33.2006
147584, 247.075, -70.0956
147787, 246.995, -64.0614
147869, 246.043, 6.93528
148048, 244.381, 75.7458
148283, 246.366, 37.3894
148367, 246.955, -8.37417
148515, 247.228, -8.13833
149303, 247.953, 45.6208
149661, 249.076, -2.30472
150012, 249.453, 13.6994
150118, 249.066, 52.9317
150680, 250.333, 31.5917
150768, 251.052, -27.4547
150894, 251.265, -28.5028
151613, 251.324, 56.7861
151676, 252.353, -15.6753
151769, 252.456, -10.7742
152107, 252.306, 45.9942
152303, 250.758, 77.505
152311, 253.353, -20.4164
152598, 253.251, 31.7017
153229, 254.672, -14.8539
153363, 255.03, -24.9844
153580, 255.798, -53.2294
153597, 253.973, 65.1292
153653, 255.118, 6.58472
153897, 255.279, 27.2039
154029, 255.398, 33.5719
154417, 256.324, 0.712222
154905, 256.323, 54.4658
154906, 256.323, 54.4658
155078, 257.456, -10.5108
155379, 258.062, -25.2558
155875, 260.055, -70.0428
155885, 258.853, -26.565
155886, 258.853, -26.565
156274, 259.733, -46.6414
156384, 259.688, -34.9908
156717, 259.98, -17.7539
156729, 259.414, 37.2936
157482, 260.42, 39.9867
157856, 261.471, -1.62222
157919, 261.846, -29.87
157950, 261.655, -5.08722
157968, 261.753, -12.52
159217, 263.938, -46.5011
159222, 263.004, 34.2778
159312, 263.929, -37.4339
159541, 263.036, 55.1803
159560, 263.061, 55.1636
159876, 264.408, -15.3944
160032, 265.077, -49.4072
160269, 263.718, 61.9047
160910, 265.472, 15.9506
160922, 264.23, 68.7447
160933, 264.191, 69.5781
161693, 265.997, 53.7919
161797, 266.613, 27.7456
162003, 265.479, 72.1583
162004, 265.479, 72.1583
162076, 267.097, 20.5667
162132, 266.772, 47.6153
162579, 267.275, 50.7706
162596, 267.992, -1.22583
162917, 268.321, 6.11111
163336, 269.063, -15.7994
163840, 269.333, 24.0053
164259, 270.117, -3.68861
164764, 270.761, -8.1825
164765, 270.761, -8.1825
164780, 268.605, 75.1572
165185, 271.586, -36.0261
165259, 273.157, -73.6681
165341, 271.356, 2.52389
165567, 271.187, 40.0908
165645, 271.256, 41.9417
165777, 271.837, 9.56222
165908, 271.752, 30.5625
166045, 271.958, 26.0975
166046, 271.958, 26.0975
166233, 272.392, 3.98389
166285, 272.451, 3.11778
166865, 270.002, 79.9925
166866, 270.002, 79.9925
167425, 274.915, -63.8806
167833, 274.352, -9.76444
167858, 274.271, 1.00194
168092, 273.688, 56.6003
168151, 273.447, 64.3994
168913, 275.238, 29.8461
169938, 277.035, -26.7561
170073, 275.992, 58.8064
170153, 275.225, 72.7364
170773, 278.243, -39.8953
170829, 277.671, 20.8358
170902, 278.1, -14.645
171746, 278.963, 16.9814
171834, 279.167, 6.68278
172051, 279.718, -21.0464
172103, 279.592, -1.11333
172187, 279.19, 43.2186
172555, 281.377, -64.8686
172569, 279.052, 65.4872
172728, 279.401, 62.5233
173093, 280.972, -6.81722
173282, 281.317, -21.0144
173494, 281.168, 23.5861
173582, 281.078, 39.6697
173583, 281.078, 39.6697
173648, 281.185, 37.6039
173649, 281.185, 37.6039
173667, 281.426, 20.5553
174115, 282.421, -19.1372
175225, 282.888, 52.955
175286, 281.594, 75.4325
175317, 283.866, -16.3733
175813, 284.691, -37.1
175938, 281.404, 79.9519
176051, 284.257, 32.9161
176095, 284.598, 6.25139
176303, 284.776, 13.6367
176668, 284.326, 62.4033
177171, 286.578, -52.3336
177178, 285.89, 1.81333
177196, 285.357, 46.9275
177474, 286.612, -37.0486
177475, 286.612, -37.0486
177552, 286.321, -1.51611
177565, 286.723, -37.7978
177724, 286.349, 13.8681
178089, 284.504, 77.0611
178428, 286.995, 16.8742
178449, 286.842, 32.5069
178476, 286.994, 21.6911
178619, 287.17, 16.8592
178911, 287.264, 34.5944
179094, 287.115, 52.4278
179422, 287.864, 26.7328
179949, 288.87, -24.1769
180777, 287.275, 76.5697
180782, 289.463, 2.04639
181321, 290.375, -34.9803
181655, 289.932, 37.3358
182101, 290.69, 9.90806
182475, 291.251, -4.8875
182572, 291.222, 11.9297
182640, 291.378, 3.11389
182761, 291.365, 20.2814
183007, 292.349, -43.4461
183806, 293.328, -45.2708
184102, 290.43, 79.6014
184663, 293.856, 2.91972
185124, 294.448, -4.64194
185144, 293.054, 69.7019
185395, 294.122, 50.2081
185912, 294.661, 54.9631
186185, 295.872, -15.4633
186882, 296.255, 45.1264
187013, 296.598, 33.7453
187532, 297.701, -10.7636
187642, 297.68, 8.85361
187691, 297.741, 10.4208
187753, 297.823, 9.63806
187949, 298.285, -14.5922
188074, 297.821, 47.4067
188088, 298.576, -23.9233
188376, 298.95, -26.3036
188512, 298.827, 6.41333
188642, 299.415, -38.0503
188728, 299.058, 11.4156
189245, 300.082, -33.6944
189296, 299.092, 56.685
190248, 302.094, -66.1472
190406, 301.06, 17.0825
190422, 301.892, -55.0139
190771, 301.277, 38.4853
191026, 301.612, 35.9881
191096, 301.344, 56.3372
191104, 301.978, 9.39
191195, 301.549, 53.1386
191329, 301.788, 50.2403
192455, 302.877, 62.0839
192983, 303.927, 50.2244
192985, 304.01, 45.5747
193592, 304.593, 55.3969
194012, 305.714, 14.5372
194943, 307.226, -17.8186
195050, 306.902, 38.4475
195068, 306.761, 49.3803
196524, 309.394, 14.5989
196755, 309.78, 10.085
197120, 310.162, 29.8053
197373, 310.08, 60.5067
197649, 311.566, -36.1197
197692, 311.532, -25.2694
197963, 311.661, 16.1325
197964, 311.661, 16.1325
198001, 311.927, -9.49944
198149, 311.329, 61.8158
198571, 312.848, -5.62611
199260, 314.207, -26.3003
199603, 314.686, -14.48
199629, 314.282, 41.1689
199766, 314.777, 4.30444
199960, 315.14, -4.72639
200163, 315.748, -38.6233
200375, 315.772, 1.52806
200499, 316.099, -19.8536
200525, 317.276, -73.1661
200740, 315.863, 50.3469
200790, 316.367, 5.96556
201091, 316.574, 38.6511
201352, 317.4, -20.5447
201636, 316.603, 71.4375
201647, 318.053, -40.2578
201671, 317.626, 22.4578
202444, 318.693, 38.0317
202582, 318.438, 64.3983
202730, 319.952, -53.4458
203006, 320.196, -40.8106
203280, 319.638, 62.5892
203454, 320.278, 40.3419
204121, 321.625, 1.09944
204153, 321.31, 46.7153
204188, 321.609, 19.3997
204485, 322.014, 32.2189
204577, 322.502, -19.1622
205289, 323.705, -20.0719
205765, 324.385, 0.384167
205835, 324.228, 40.4156
206043, 324.737, 20.2514
206301, 325.388, -14.0289
206774, 325.858, 38.2914
206826, 326.009, 28.7586
206827, 326.009, 28.7586
206860, 326.149, 14.7758
206901, 326.156, 25.6428
207098, 326.747, -16.1214
207129, 327.044, -47.2869
207223, 326.761, 17.1958
