 16170	 6.24	 0.52	 53.4	   75.6
 16176	 5.90	 0.48	 54.3	   79.2
 16232	 7.09	 0.50	 39.4	  721.0
 16417	 5.79	 0.66	 25.5	   29.5
 16589	 6.49	 0.52	 53.4	  221.6
 16620	 4.84	 0.45	 27.0	   27.5
 16673	 5.78	 0.52	 21.5	   35.2
 16739	 4.91	 0.59	 24.7	   13.0
 16754	 4.75	 0.06	 39.8	  667.8
 16765	 5.71	 0.52	 21.6	  200.5
 16895	 4.12	 0.49	 11.2	   10.7
 16920	 5.21	 0.40	 48.8	  312.5
 16955	 6.35	 0.08	107.9	  262.5
 16970	 3.47	 0.09	 25.1	  219.9
 17051	 5.41	 0.56	 17.2	   68.3
 17094	 4.27	 0.31	 25.8	   39.7
 17138	 6.18	 0.18	 62.5	 2771.5
 17168	 6.22	 0.04	107.1	  554.6
 17206	 4.47	 0.48	 14.0	  151.3
 17240	 6.30	 0.00	 47.1	   74.2
 17390	 6.49	 0.38	 45.1	  125.9
 17438	 6.47	 0.39	 38.2	  354.2
 17864	 6.36	 0.05	 99.8	 1283.4
 17904	 5.33	 0.41	 72.1	  236.2
 17925	 6.04	 0.87	 10.4	  119.6
 17948	 5.59	 0.45	 26.5	   32.3
 18149	 5.92	 0.44	 59.4	  416.6
 18256	 5.63	 0.43	 35.4	   49.5
 18404	 5.80	 0.41	 31.8	   65.0
 18466	 6.29	 0.47	144.5	 3210.3
 18692	 5.71	 0.40	 32.3	  117.0
 18894	 6.19	 0.60	 32.5	  123.0
 18928	 6.36	 0.00	 50.0	   23.5
 19373	 4.05	 0.59	 10.5	    3.9
 19545	 6.19	 0.16	 57.6	  137.9
 20010	 3.87	 0.52	 14.1	  524.6
 20149	 5.52	 0.01	133.0	  954.9
 20193	 6.31	 0.37	 62.0	  110.1
 20210	 6.25	 0.28	 66.8	  215.8
 20277	 6.06	 0.99	168.9	19121.5
 20395	 6.14	 0.40	 34.7	   48.7
 20630	 4.83	 0.68	  9.2	   77.2
 20631	 5.71	 0.37	 36.6	   94.3
 20675	 5.93	 0.43	 45.7	   80.0
 20766	 5.54	 0.64	 12.1	    5.8
 20794	 4.27	 0.71	  6.1	    0.5
 20995	 5.61	-0.03	161.6	  811.7
 21379	 6.28	-0.02	104.4	  299.9
 21423	 6.39	 0.08	 99.9	 2452.1
 21903	 6.46	 0.39	 56.0	  163.3
 22001	 4.72	 0.40	 21.4	   22.0
 22049	 3.73	 0.88	  3.2	   20.9
 22211	 6.49	 0.63	134.6	 2589.1
 22468	 5.71	 0.92	 29.0	15121.0
 22701	 5.86	 0.37	 40.9	  206.3
 22905	 6.33	 0.88	197.6	 1257.8
 23249	 3.54	 0.92	  9.0	    0.9
 23793	 5.07	-0.13	173.3	 1809.8
 24071	 5.40	 0.01	 49.4	  134.7
 24164	 6.34	 0.30	 60.1	  141.0
 24357	 5.97	 0.34	 41.4	   80.5
 24546	 5.28	 0.41	 40.8	   69.1
 24554	 6.14	 0.09	105.7	 2448.8
 24740	 5.63	 0.30	 44.8	   75.1
 24760	 2.89	-0.18	165.0	 1741.3
 25102	 6.37	 0.42	 39.3	  138.5
 25202	 5.89	 0.32	 45.5	   76.8
 25346	 6.05	 0.44	 61.7	  377.8
 25457	 5.38	 0.50	 19.2	  549.6
 25570	 5.46	 0.37	 36.0	  170.7
 25621	 5.36	 0.50	 34.6	  332.7
 25680	 5.90	 0.62	 16.7	   98.3
 25867	 5.23	 0.34	 27.6	   27.5
 25998	 5.51	 0.46	 21.3	  347.7
 26015	 6.01	 0.40	 47.0	   65.1
 26101	 6.32	 1.18	118.6	  348.3
 26322	 5.41	 0.34	 59.8	  204.9
 26690	 5.29	 0.36	 37.0	   86.0
 26764	 5.19	 0.05	108.2	  498.5
 26911	 6.32	 0.40	 44.4	   58.6
 26913	 6.93	 0.70	 20.9	  158.2
 26923	 6.31	 0.59	 21.2	  162.7
 26961	 4.61	 0.04	 97.6	 4978.2
 26965	 4.43	 0.82	  5.0	    4.1
 27084	 5.45	 0.22	 79.4	 1872.0
 27176	 5.65	 0.28	 54.8	  230.0
 27309	 5.38	-0.14	 96.9	 1288.9
 27322	 5.88	 0.00	 95.0	  332.7
 27397	 5.59	 0.28	 44.8	  166.8
 27429	 6.12	 0.37	 47.3	  140.6
 27442	 4.44	 1.08	 18.2	    6.9
 27483	 6.17	 0.46	 45.9	  186.1
 27536	 6.27	 0.91	 63.2	 1191.9
 27628	 5.72	 0.32	 45.7	   32.6
 27710	 6.01	 0.35	 54.3	  344.7
 27749	 5.64	 0.30	 47.2	   38.6
 27786	 5.76	 0.40	 41.7	  229.5
 27819	 4.80	 0.15	 44.7	  101.1
 27901	 5.98	 0.37	 49.0	  127.4
 27962	 4.29	 0.05	 45.4	   51.7
 27991	 6.46	 0.49	 46.6	  362.8
 28052	 4.49	 0.25	 47.9	 2045.7
 28246	 6.39	 0.44	 37.0	  149.4
 28255	 6.29	 0.66	 27.1	   16.4
 28271	 6.40	 0.52	 54.3	 1128.4
 28294	 5.90	 0.32	 54.3	   37.0
 28485	 5.58	 0.32	 43.6	   79.8
 28556	 5.40	 0.26	 45.8	  125.1
 28677	 6.02	 0.34	 44.9	   46.4
 28736	 6.39	 0.42	 43.2	  104.2
 28763	 6.21	 0.12	122.5	  532.2
 29140	 4.25	 0.18	 46.1	  632.5
 29169	 6.02	 0.38	 44.2	   37.4
 29316	 5.35	 0.32	 85.0	  524.6
 29329	 6.49	 0.51	 32.2	  748.4
 29364	 6.47	 0.00	 70.0	  265.4
 29375	 5.79	 0.31	 45.5	   25.9
 29388	 4.27	 0.12	 45.9	   46.0
 29391	 5.23	 0.28	 29.8	 1323.2
 29646	 5.78	-0.03	102.7	  975.0
 29867	 6.45	 0.00	 72.0	  144.8
 29875	 4.45	 0.34	 20.1	  167.0
 29992	 5.05	 0.37	 27.7	   67.5
 30121	 5.30	 0.25	 49.7	   40.6
 30495	 5.51	 0.63	 13.3	   68.2
 30652	 3.19	 0.45	  8.0	  106.9
 30985	 6.07	 0.37	 52.3	  129.6
 31203	 5.61	 0.33	 37.1	  131.3
 31204	 6.42	 0.00	 32.1	   98.3
 31278	 4.47	-0.02	115.2	 2088.7
 31362	 6.37	 0.33	 43.2	  138.2
 31623	 6.23	 0.42	 84.0	   81.3
 31647	 4.94	 0.04	 48.8	 1656.2
 31662	 6.03	 0.41	 36.9	  104.7
 31675	 6.19	 0.48	 27.9	  194.6
 31746	 6.12	 0.44	 30.9	  125.2
 31761	 5.95	 0.41	 53.0	   63.7
 32008	 5.38	 0.80	 54.7	 1225.9
 32147	 6.22	 1.06	  8.8	    1.5
 32537	 5.00	 0.33	 26.2	   16.3
 32608	 6.52	 0.16	 82.4	  170.2
 32715	 6.41	 0.40	 39.6	   84.7
 32743	 5.38	 0.42	 26.2	  104.9
 32964	 5.12	-0.06	 85.8	  725.3
 33054	 5.34	 0.33	 59.4	   73.5
 33167	 5.68	 0.42	 46.2	  264.5
 33204	 6.01	 0.27	 54.7	  109.8
 33256	 5.12	 0.44	 25.0	   21.7
 33262	 4.72	 0.52	 11.7	   52.0
 33564	 5.05	 0.47	 21.0	   14.1
 33608	 5.90	 0.46	 38.4	  140.9
 33875	 6.27	-0.01	129.9	  358.0
 33959	 5.02	 0.23	 82.4	13211.6
 34180	 6.15	 0.39	 45.9	  109.0
 34499	 6.49	 0.24	 72.2	  109.8
 34721	 5.96	 0.58	 24.9	   17.0
 35296	 4.99	 0.53	 14.7	  275.5
 35317	 6.11	 0.50	 58.0	  149.4
 35386	 6.49	 0.50	 52.4	  247.7
 35850	 6.35	 0.51	 26.8	 2256.0
 36570	 6.15	 0.01	114.0	  667.1
 36777	 5.36	 0.05	105.8	  364.1
 37394	 6.23	 0.84	 12.2	   35.7
 37430	 6.16	 0.34	 44.6	  197.2
 37495	 5.31	 0.46	 42.5	  203.6
 37501	 6.32	 0.85	106.7	  662.1
 37594	 6.00	 0.27	 41.4	   19.2
 38089	 6.02	 0.40	 50.2	   74.7
 38385	 6.25	 0.37	 53.4	   17.4
 38392	 6.15	 0.94	  9.0	   18.5
 38529	 5.95	 0.78	 42.4	  104.8
 38858	 5.97	 0.64	 15.6	    2.8
 39587	 4.41	 0.59	  8.7	  120.0
 39937	 5.94	 0.66	127.2	11546.0
 40292	 5.29	 0.31	 34.9	    4.3
 40745	 6.22	 0.36	 59.9	   39.7
 40932	 4.12	 0.16	 46.5	  180.3
 41547	 5.87	 0.37	 59.0	   76.6
 41700	 6.35	 0.52	 26.7	  427.6
 41824	 6.58	 0.72	 29.7	 1809.6
 42111	 5.73	 0.07	186.9	 3350.9
 42278	 6.17	 0.34	 61.0	   89.2
 42301	 5.50	-0.01	 78.3	  185.8
 42303	 5.50	 0.00	 80.1	  184.3
 42443	 5.71	 0.44	 54.1	  184.9
 42807	 6.45	 0.67	 18.1	   48.5
 42818	 4.80	 0.03	 53.9	  120.4
 43017	 6.92	 0.45	 48.3	   28.5
 43042	 5.20	 0.44	 21.1	   55.3
 43162	 6.39	 0.72	 16.7	  136.3
 43358	 6.37	 0.46	 92.9	  163.4
 43378	 4.48	 0.01	 45.7	   35.1
 43386	 5.04	 0.42	 19.6	  114.8
 43683	 6.16	 0.01	195.3	 1292.0
 43821	 6.24	 0.87	106.2	  599.3
 43834	 5.09	 0.72	 10.1	    2.9
 43940	 5.87	 0.14	 62.1	 1858.1
 44092	 6.43	 0.06	103.7	  218.1
 44333	 6.31	 0.24	102.5	  411.2
 44769	 4.44	 0.18	 39.4	   85.7
 44770	 6.72	 0.45	 24.3	   32.7
 45229	 5.61	 0.24	 50.3	   42.9
 45380	 6.27	-0.04	125.5	 2640.5
 45638	 6.59	 0.00	 60.8	  402.3
 45680	 6.48	 0.39	 49.8	  336.7
 45947	 6.24	 0.38	 35.6	   66.9
 46273	 5.27	 0.41	 51.7	  119.7
 46304	 5.60	 0.25	 43.2	  196.3
 46588	 5.45	 0.50	 17.9	    8.7
 47105	 1.93	 0.00	 32.1	  220.5
 47144	 5.59	-0.14	177.9	 2209.4
 47415	 6.38	 0.53	 35.2	  169.7
 48097	 5.21	 0.06	 42.7	  125.0
 48189	 6.18	 0.62	 21.7	  981.5
 48501	 6.13	 0.34	 48.9	   79.7
 48543	 6.29	 0.34	 91.3	  259.1
 48682	 5.25	 0.56	 16.5	   11.4
 48767	 6.33	 0.00	 47.0	  217.0
 48766	 6.28	 0.47	 47.0	  217.0
 48915	-1.46	 0.00	  2.6	   32.4
 49095	 5.92	 0.48	 24.3	    5.0
 49434	 5.75	 0.28	 40.1	   50.7
 49933	 5.77	 0.39	 29.9	  317.0
 50018	 6.12	 0.37	162.6	 1397.4
 50223	 5.14	 0.45	 25.2	    4.4
 50241	 3.27	 0.21	 30.3	   65.2
 50277	 5.77	 0.26	 62.6	  205.3
 50282	 6.30	 0.99	146.2	 2591.7
 50635	 4.65	 0.30	 27.9	  175.8
 51733	 5.46	 0.36	 38.6	  109.6
 51825	 6.23	 0.46	 43.2	  754.6
 52362	 6.22	 0.00	130.2	  191.3
 52619	 6.27	 0.45	 68.2	   97.1
 53253	 6.43	-0.04	125.2	  329.1
 53952	 6.14	 0.37	 55.7	   34.4
 54118	 5.17	-0.04	 86.6	  186.7
 54958	 6.23	 0.40	 49.8	  116.1
 55568	 6.10	 0.27	 47.6	   74.6
 55864	 5.69	 0.40	 45.1	  131.7
 55892	 4.49	 0.32	 21.2	   29.8
 56963	 5.77	 0.32	 34.5	   24.8
 56986	 3.53	 0.34	 18.0	   22.5
 57167	 5.70	 0.35	 44.0	  849.3
 57852	 6.05	 0.42	 34.8	  387.5
 57853	 6.60	 0.59	 34.8	  387.5
 58461	 5.78	 0.42	 34.8	   63.3
 58728	 5.22	 0.39	 34.0	  434.0
 58805	 6.47	 0.42	 39.1	   36.8
 58946	 4.18	 0.32	 18.5	   96.2
 59466	 6.58	 0.06	106.0	  267.7
 59967	 6.65	 0.63	 21.8	  116.3
 60178	 2.88	 0.04	 15.8	  830.4
 60179	 1.98	 0.03	 15.8	  830.4
 60584	 5.83	 0.44	 29.1	  256.6
 60585	 5.87	 0.00	 29.1	  256.6
 60951	 6.34	 0.99	211.9	 1359.5
 61421	 0.38	 0.42	  3.5	   18.9
 61859	 6.02	 0.00	 54.6	   71.1
 62613	 6.56	 0.73	 17.0	    3.4
 62952	 5.04	 0.33	 72.5	  136.4
 63332	 6.02	 0.46	 30.0	   28.5
 63336	 5.48	 0.48	 30.2	   79.7
 64185	 5.78	 0.42	 34.9	   85.2
 64235	 5.76	 0.41	 40.9	  557.0
 64379	 5.01	 0.44	 18.0	  165.9
 64685	 5.86	 0.35	 38.2	   54.9
 65626	 6.49	 0.62	101.6	14096.1
 65810	 4.61	 0.08	 73.0	  280.6
 66011	 6.22	 0.57	 59.6	  371.6
 67006	 4.84	 0.05	 66.8	  104.6
 67767	 5.73	 0.81	 42.0	  297.4
 68257	 5.63	 0.54	 25.6	   52.5
 68256	 6.02	 0.54	 25.6	   52.5
 68255	 6.20	 0.60	 25.6	   52.5
 68456	 4.76	 0.43	 21.4	  141.5
 68457	 6.45	 0.20	153.1	  340.9
 69548	 5.89	 0.39	 31.7	   80.0
 69830	 5.98	 0.76	 12.6	    3.0
 69863	 5.16	 0.09	 74.2	  535.5
 70267	 6.42	 0.39	 77.9	  195.2
 70302	 6.13	 1.04	218.3	 3473.3
 70958	 5.61	 0.46	 27.2	  508.5
 71153	 7.81	 0.52	 76.0	 1321.3
 71196	 6.01	 0.40	 33.9	  181.6
 71663	 6.39	 0.33	 85.3	 1172.4
 71973	 6.31	 0.00	 83.9	  328.3
 72291	 6.24	 0.36	 37.3	   77.5
 72688	 6.36	 0.95	130.7	14153.5
 72905	 5.64	 0.62	 14.3	  128.4
 72945	 5.99	 0.52	 26.5	   54.9
 72946	 7.25	 0.71	 23.4	   42.7
 73029	 6.48	 0.00	110.5	  156.7
 73262	 4.16	 0.00	 54.9	  218.9
 73752	 5.05	 0.73	 19.9	    9.6
 73900	 6.13	 0.42	 40.2	  175.6
 74243	 6.33	 0.00	 65.3	  212.3
 74341	 6.34	 0.20	 69.5	 2994.4
 74405	 5.20	 0.01	 73.3	  214.3
 74688	 6.41	 0.52	 87.0	  281.6
 74956	 1.96	 0.04	 24.4	  134.0
 75332	 6.25	 0.49	 28.7	  366.3
 75747	 6.05	 0.23	 97.8	 2985.0
 76143	 5.35	 0.42	 52.5	   73.7
 76151	 6.00	 0.67	 17.1	   21.6
 76644	 3.14	 0.19	 14.6	   28.2
 76653	 5.71	 0.48	 24.1	  215.9
 76943	 3.97	 0.44	 16.4	  128.2
 77084	 6.18	 0.46	 39.6	  116.7
 77370	 5.16	 0.42	 26.2	  118.6
 78154	 4.80	 0.49	 20.5	   12.3
 78366	 5.93	 0.60	 19.1	   89.8
 78418	 5.98	 0.66	 31.3	   51.2
 78661	 6.48	 0.34	 37.7	   24.8
 79066	 6.35	 0.32	 50.9	   67.2
 79096	 6.51	 0.73	 20.5	   41.9
 80081	 3.82	 0.06	 37.4	  271.2
 80441	 6.12	 0.38	 47.8	  143.8
 80671	 5.39	 0.42	 33.5	   43.7
 80719	 6.33	 0.46	 48.3	  222.1
 81809	 5.38	 0.64	 31.2	   12.5
 81919	 6.65	 0.20	114.7	  930.5
 81937	 3.67	 0.33	 23.1	   36.9
 81997	 4.60	 0.46	 17.1	  140.3
 82068	 6.05	 0.15	 68.3	  331.3
 82428	 6.14	 0.24	 54.3	   47.4
 82434	 3.60	 0.36	 18.6	  150.9
 82554	 5.36	 0.45	 56.5	   40.5
 82685	 6.42	 0.00	 69.6	  222.7
 82780	 6.76	 0.35	 84.7	  365.2
 82785	 6.43	 0.33	 72.7	  204.9
 82885	 5.41	 0.77	 11.2	   24.1
 83261	 6.53	 0.38	 68.3	  154.4
 83808	 3.52	 0.49	 41.5	   83.4
 83951	 6.14	 0.36	 53.3	   69.6
 85217	 6.24	 0.48	 45.9	  343.4
 86146	 5.14	 0.46	 28.9	   41.9
 87141	 5.74	 0.48	 47.3	  105.6
 87500	 6.37	 0.37	114.0	  690.2
 87822	 6.24	 0.45	 63.3	  152.6
 88215	 5.31	 0.36	 27.3	   10.1
 88742	 6.38	 0.59	 22.7	   37.6
 89169	 6.57	 0.48	102.0	  551.4
 89490	 6.37	 0.90	 89.8	 1227.7
 89565	 6.32	 0.33	 53.3	   40.3
 89569	 5.81	 0.48	 35.8	  138.4
 89571	 5.50	 0.00	 40.8	   33.4
 89715	 5.67	 0.05	 89.4	  574.6
 89995	 6.54	 0.46	 55.7	   91.9
 90089	 5.26	 0.37	 21.5	  122.9
 90470	 6.02	 0.17	 66.3	  131.3
 90589	 4.00	 0.35	 16.2	   34.5
 90839	 4.84	 0.52	 12.9	   18.4
 91280	 6.05	 0.51	 42.4	  136.2
 91480	 5.16	 0.34	 26.5	   77.7
 91706	 6.10	 0.50	 63.5	  140.7
 91858	 6.57	 0.29	 57.6	   91.2
 92139	 3.84	 0.30	 26.5	  110.1
 92588	 6.26	 0.88	 34.4	  140.0
 93152	 5.24	-0.06	115.7	  278.2
 93742	 6.61	 0.22	 95.9	  300.4
 94388	 5.24	 0.47	 31.3	   74.4
 94660	 6.11	-0.08	152.0	 3577.0
 95216	 6.55	 0.43	 44.8	  102.9
 96202	 4.94	 0.36	 43.5	   98.1
 97334	 6.41	 0.61	 21.7	  125.3
 97495	 5.36	 0.18	 50.0	  204.1
 97855	 6.50	 0.43	 39.1	   28.7
 98088	 6.14	 0.20	129.0	  305.4
 98096	 6.31	 0.40	 55.4	  103.2
 98221	 6.45	 0.40	 46.7	  256.6
 98353	 4.78	 0.12	 56.1	  122.8
 98560	 5.99	 0.46	 37.4	   93.9
 99028	 3.94	 0.41	 24.2	   63.3
 99211	 4.08	 0.21	 25.7	   13.1
 99285	 5.57	 0.36	 47.3	  139.7
 99491	 6.50	 0.79	 17.7	    3.5
 99787	 5.31	 0.01	 64.1	  195.6
100180	 6.20	 0.57	 23.0	   26.4
100286	 5.81	 0.53	 26.7	   13.2
100287	 5.64	 0.53	 26.7	   13.2
100518	 6.55	 0.18	113.6	  565.5
100563	 5.77	 0.46	 26.6	  134.0
101501	 5.33	 0.72	  9.5	   16.4
101615	 5.55	 0.00	 64.2	  270.8
101688	 6.59	 0.00	 61.3	  147.8
102510	 5.32	 0.02	 58.9	   84.9
102634	 6.15	 0.52	 34.2	   13.9
102660	 6.04	 0.27	 62.7	  119.9
102713	 5.70	 0.46	 69.5	  254.5
102845	 6.13	 0.95	206.2	 7392.9
102870	 3.61	 0.55	 10.9	   24.3
103287	 2.44	 0.00	 25.6	   28.0
104671	 4.33	 0.27	 70.5	   81.4
104731	 5.15	 0.41	 24.2	   31.3
104904	 6.27	 0.59	 76.3	  700.0
105678	 6.35	 0.50	 72.2	  153.0
105841	 6.08	 0.39	 88.8	   83.3
106112	 5.14	 0.33	 33.7	  274.2
106516	 6.11	 0.46	 22.6	    8.5
107192	 6.28	 0.35	 46.6	  237.9
107398	 7.13	 0.36	 92.3	  179.7
107705	 6.40	 0.60	 29.8	    9.0
108799	 6.35	 0.56	 25.0	  340.6
108954	 6.21	 0.54	 21.9	   11.9
109358	 4.26	 0.59	  8.4	    2.7
109573	 5.80	 0.01	 67.1	  428.4
110379	 3.65	 0.36	 11.8	  265.6
110380	 3.68	 0.00	 11.8	  265.6
111164	 6.07	 0.12	 74.6	  281.5
111199	 6.26	 0.55	 66.3	  135.1
111395	 6.31	 0.70	 17.2	   25.6
111456	 5.85	 0.46	 24.2	  256.8
111998	 6.11	 0.50	 32.5	  106.0
112412	 5.60	 0.34	 33.8	   65.6
112413	 2.90	-0.12	 33.8	   65.6
112935	 6.02	 0.38	 40.0	  199.1
113022	 6.20	 0.42	 40.8	   86.9
113139	 4.93	 0.36	 25.0	   88.1
113337	 6.00	 0.41	 37.4	  161.8
113848	 5.99	 0.39	 49.9	  138.8
114371	 5.91	 0.42	 44.1	   18.8
114613	 4.85	 0.70	 20.5	   23.0
114630	 6.16	 0.60	 39.8	 1192.3
114710	 4.26	 0.57	  9.2	   11.5
115149	 6.07	 0.44	 38.9	   44.3
115383	 5.22	 0.59	 18.0	  327.3
116160	 5.69	 0.06	 65.3	 1149.8
116235	 5.87	 0.12	 63.7	  398.1
116568	 5.75	 0.42	 30.1	   93.5
116656	 2.27	 0.02	 24.0	    8.6
116657	 3.95	 0.13	 24.0	    8.6
116842	 4.01	 0.16	 24.9	   18.8
117025	 6.11	 0.11	 88.3	  137.2
117200	 6.66	 0.37	 67.4	  115.3
117201	 7.04	 0.39	 65.4	  108.3
117661	 6.01	 0.18	 71.7	  160.2
118098	 3.37	 0.11	 22.4	   10.7
118216	 4.98	 0.40	 44.5	 5211.8
118261	 5.63	 0.50	 35.5	   29.4
118646	 5.83	 0.40	 49.0	  156.1
118889	 5.57	 0.33	 53.5	  108.3
119055	 5.75	 0.01	 92.9	  869.5
119124	 6.32	 0.54	 25.2	  210.5
119288	 6.16	 0.42	 35.8	   26.2
119756	 4.23	 0.38	 19.3	  230.0
120136	 4.50	 0.48	 15.6	   90.1
120602	 6.01	 0.90	123.6	  605.4
120690	 6.45	 0.69	 19.9	   13.3
120759	 6.12	 0.48	 53.6	  111.0
120874	 6.46	 0.09	 82.5	  444.9
120987	 5.54	 0.44	 50.1	  182.2
121325	 6.19	 0.53	 33.8	  733.4
121336	 6.14	 0.07	142.9	 1127.4
121370	 2.68	 0.58	 11.3	   10.8
122064	 6.37	 0.00	 10.1	    0.9
122066	 5.77	 0.48	 57.4	  404.6
122510	 6.18	 0.48	 38.3	   96.6
124115	 6.43	 0.48	 45.9	   98.0
124580	 6.31	 0.60	 21.1	   68.5
124425	 5.91	 0.47	 55.7	  334.9
125040	 6.25	 0.49	 32.3	  192.4
125111	 6.38	 0.36	 48.3	  137.2
125161	 4.75	 0.20	 29.8	   36.0
125283	 5.94	 0.08	 68.5	  305.7
125451	 5.41	 0.38	 26.1	  125.1
126128	 6.86	 0.43	 65.9	  273.5
126129	 5.12	-0.02	 65.9	  273.5
126141	 6.22	 0.37	 35.7	   49.0
126354	 4.35	 0.43	 96.3	 3265.6
126504	 5.83	 0.31	 58.3	   48.8
126660	 4.05	 0.50	 14.6	  426.7
126722	 6.17	 0.09	 72.3	  387.0
126868	 4.81	 0.70	 41.4	 2156.6
126943	 6.63	 0.37	 76.5	  270.4
126983	 5.37	 0.05	 68.2	  690.3
127486	 5.87	 0.48	 87.6	  312.0
127726	 6.01	 0.22	 71.3	  245.3
127739	 5.92	 0.35	 51.4	   56.0
127821	 6.09	 0.41	 31.7	  100.4
128093	 6.33	 0.40	 42.2	  145.0
128167	 4.46	 0.36	 15.5	   32.3
128429	 6.20	 0.46	 33.4	  227.9
128620	-0.01	 0.71	  1.3	    2.2
128917	 6.22	 0.45	 44.3	   66.1
129002	 5.39	 0.00	 60.4	 1341.9
129798	 6.25	 0.41	 42.6	   66.2
130109	 3.72	-0.01	 39.4	   63.3
