12235,30.0446,3.11861,84,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
12311,29.6725,-61.5642,85,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
12363,28.9421,-78.3628,86,6384919230069870765,AIS,0,0.40653766339513425,0.53631234169006348,GALEX J015546.5-782121,28.943856444944529,-78.356033647138062,2,104,104,20.3591957,0.287286252,-999,-999,26.0809841,6.89936352,-999,-999,0.07150691,false,0.00416148128,-99,26.62534,-78.62755,2007-05-03,2007-05-03,2007-05-03,54223.479351851849,54223.479351851849,54223.480555555558,AIS_398,50398,1,88,6384919230067769344,-99,-99,128,0.24228249490261078,0.24573312699794769,0
13445,32.49,-50.8444,87,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
13456,32.8271,-10.0456,88,6380521119134259243,AIS,0,0.37428241284463226,0.48100322484970093,GALEX J021119.9-100235,32.832914437616168,-10.0431233371108,2,217,217,21.9225159,0.276601672,-999,-999,6.1801,1.5740571,-999,-999,0.0280136485,false,0.00193643232,-99,33.27963,-10.23806,2007-10-18,2007-10-27,2007-11-05,54391.665555555555,54400.70722222222,54409.742939814816,AIS_273,50273,1,28,6380521119132155904,-99,-99,0,0.057410795241594315,0.081841513514518738,0
13456,32.8271,-10.0456,88,6380521119134259235,AIS,0,0.4030519709553318,0.48543179035186768,GALEX J021117.8-100306,32.8242662396999,-10.05171060782391,2,217,217,22.7570839,0.3870747,-999,-999,2.86528945,1.02125323,-999,-999,0.0280136485,false,0.00138064788,-99,33.27963,-10.23806,2007-10-18,2007-10-27,2007-11-05,54391.665555555555,54400.70722222222,54409.742939814816,AIS_273,50273,1,28,6380521119132155904,-99,-99,3,0.02661745622754097,0.050419468432664871,0
13456,32.8271,-10.0456,88,6380521119134259231,AIS,0,0.49366746347953833,0.47819951176643372,GALEX J021119.6-100308,32.831993223982138,-10.05226947557793,2,217,217,21.2777138,0.219075143,-999,-999,11.1922235,2.25776958,-999,-999,0.0280136485,false,0.00310127158,-99,33.27963,-10.23806,2007-10-18,2007-10-27,2007-11-05,54391.665555555555,54400.70722222222,54409.742939814816,AIS_273,50273,1,28,6380521119132155904,-99,-99,1,0.10397153347730637,0.10987527668476105,0
13456,32.8271,-10.0456,88,6380521119134259248,AIS,0,0.30104361055739087,0.48538067936897278,GALEX J021118.9-100227,32.829028068171063,-10.040955664971129,2,217,217,22.0637054,0.276308447,-999,-999,5.426496,1.38065076,-999,-999,0.0278698057,false,0.00231855433,-99,33.27963,-10.23806,2007-10-18,2007-10-27,2007-11-05,54391.665555555555,54400.70722222222,54409.742939814816,AIS_273,50273,1,28,6380521119132155904,-99,-99,2,0.05041009932756424,0.058207876980304718,0
13594,33.5062,47.5019,89,6372815770636782296,AIS,0,0.29358362916140024,0.28876739740371704,GALEX J021400.7+473022,33.503298705545618,47.506383381477249,1,91,0,-999,-999,19.2899475,0.210900843,-999,-999,69.82661,13.5603046,0.194093615,false,-99,0.00680350326,33.12752,47.36934,2011-11-16,2011-11-16,2011-11-16,55881.489699074074,55881.489699074074,55881.490752314814,AIS_54,50054,1,55,6372815770635730944,2.0702431201934814,1.1890424489974976,0,-99,-99,-999
13612,33.1921,-2.39722,90,6380380434260299849,AIS,0,0.41311560652649049,0.54541248083114624,GALEX J021247.6-022340,33.198406545346117,-2.394444428960826,3,226.05,226.05,17.2709141,0.03803903,12.5350475,0.002494883,448.370026,15.704937,35154.4531,80.76082,0.03238579,false,0.00135855423,0.0296673458,32.88970,-2.84430,2006-11-18,2007-05-11,2007-11-01,54057.913645833331,54231.746979166666,54405.569618055553,AIS_269,50269,1,77,6380380434257149952,1042.271240234375,451.35647583007812,0,4.1651883125305176,4.2794122695922852,0
13612,33.1921,-2.39722,90,6380908118236206869,AIS,0,0.1857327604031857,0.577595055103302,GALEX J021246.7-022345,33.194972378733773,-2.396059709964415,2,217,217,20.66618,0.189669326,-999,-999,19.6575813,3.43318629,-999,-999,0.03238579,false,0.00203236076,-99,33.30776,-1.82957,2006-11-18,2007-05-11,2007-11-01,54057.899814814817,54231.733148148145,54405.555254629631,AIS_284,50284,1,1,6380908118234103808,-99,-99,161,0.18261151015758514,0.180003359913826,32
13612,33.1921,-2.39722,90,6380908118235152385,AIS,0,0.30505426055221735,0.57749295234680176,GALEX J021247.3-022346,33.197118452873532,-2.3963781869050851,1,217,217,-999,-999,12.3833227,0.00255222432,-999,-999,40426.918,95.00788,0.03238579,false,-99,0.04502164,33.30776,-1.82957,2006-11-18,2007-05-11,2007-11-01,54057.899814814817,54231.733148148145,54405.555254629631,AIS_284,50284,1,1,6380908118234103808,1198.591064453125,564.19061279296875,160,-99,-99,32
13612,33.1921,-2.39722,90,6380908118236206868,AIS,0,0.46337011978269838,0.5742340087890625,GALEX J021247.7-022336,33.1988100844868,-2.393386516192868,2,217,217,17.3225861,0.0393609181,-999,-999,427.531219,15.4954157,-999,-999,0.03238579,false,0.001148703,-99,33.30776,-1.82957,2006-11-18,2007-05-11,2007-11-01,54057.899814814817,54231.733148148145,54405.555254629631,AIS_284,50284,1,1,6380908118234103808,-99,-99,160,3.9716036319732666,4.0379796028137207,32
13871,33.9263,25.7492,91,6377178589826123114,AIS,0,0.48857757493835618,0.47902625799179077,GALEX J021541.5+254429,33.923122192982618,25.741576699716809,1,206,206,-999,-999,22.62072,0.458018541,-999,-999,3.24871755,1.37014079,0.0653147,false,-99,0.001547443,33.42186,25.90244,2007-10-21,2007-10-25,2007-10-29,54394.133692129632,54398.383692129632,54402.625601851854,AIS_178,50178,1,15,6377178589825073152,0.096319086849689484,0.092720299959182739,261,-99,-99,0
13871,33.9263,25.7492,91,6377178599489799507,AIS,0,0.46543563140083338,0.51078134775161743,GALEX J021543.8+254516,33.932627062823933,25.754463084963891,1,218,218,-999,-999,21.8937054,0.48310858,-999,-999,6.34625053,2.823138,0.0653147,false,-99,0.002737917,34.46929,25.92059,2007-10-21,2007-10-25,2007-10-29,54394.132037037038,54398.340370370373,54402.62400462963,AIS_178,50178,1,24,6377178599488749568,0.18815580010414124,0.34864404797554016,256,-99,-99,0
13872,33.9217,25.0492,92,6377178600565638700,AIS,0,0.48647200892165454,0.05868227407336235,GALEX J021542.7+250236,33.928180893930943,25.043608630763131,3,213,213,16.1056347,0.0208146777,11.6855516,0.00187155406,1311.43909,25.1355267,76873.93,132.480408,0.06996589,false,0.00133634917,0.006130071,33.93722,24.98550,2007-10-21,2007-10-25,2007-10-29,54394.135324074072,54398.385324074072,54402.627233796295,AIS_178,50178,1,25,6377178600562491392,2279.1845703125,1364.775390625,2,12.182773590087891,12.413476943969727,0
13974,34.1879,34.2314,93,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
14691,35.4938,-10.7764,94,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
14802,35.6379,-23.8108,95,6380697061395796625,AIS,0,0.36004926103563334,0.37442377209663391,GALEX J022232.6-234859,35.635971760459732,-23.816535668198259,2,141,141,17.1278324,0.0371384546,-999,-999,511.527344,17.4929428,-999,-999,0.022137668,false,0.00124860089,-99,35.99193,-23.63215,2006-11-21,2006-11-21,2006-11-21,54060.789976851855,54060.789976851855,54060.791608796295,AIS_278,50278,1,47,6380697061393694720,-99,-99,0,4.7518959045410156,4.8108992576599121,0
14802,35.6379,-23.8108,95,6380697062470586133,AIS,0,0.35233854114477231,0.53408288955688477,GALEX J022232.8-234859,35.6370017331911,-23.81661452255236,3,166.05,166.05,16.9998837,0.04860315,12.4812222,0.00295258686,575.5046,25.7562943,36941.19,100.434692,0.022137668,false,0.00209233,0.008707022,35.32794,-24.27002,2006-11-21,2006-11-21,2006-11-21,54060.791979166665,54060.791979166665,54060.793900462966,AIS_278,50278,1,48,6380697062467436544,1095.2451171875,475.662109375,1,5.3462200164794922,5.4700160026550293,0
15089,37.2629,67.3992,96,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
15144,36.49,-15.3322,97,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
15524,37.6371,25.2453,98,6377178632776847575,AIS,0,0.31263910502178821,0.597472071647644,GALEX J023031.5+251439,37.631458554194708,25.244244627336229,2,185,185,21.3569164,0.481187671,-999,-999,10.4048357,4.61020136,-999,-999,0.118002661,false,0.00345666241,-99,37.02957,24.99929,2007-10-23,2007-10-27,2007-10-30,54396.590486111112,54400.090486111112,54403.644548611112,AIS_178,50178,1,55,6377178632774746112,-99,-99,169,0.09665699303150177,0.20421530306339264,288
15798,38.0121,-15.2411,99,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
15814,38.2454,15.0414,100,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
16160,38.9708,6.85361,101,6377248943537914043,AIS,0,0.25960439765134469,0.49157035350799561,GALEX J023552.0+065118,38.966697992759833,6.8550707809973561,1,214,214,-999,-999,22.8514042,0.441191882,-999,-999,2.62686586,1.06717479,0.1109485,false,-99,0.00216539227,39.02832,7.34282,2007-10-18,2007-10-20,2007-10-23,54391.178032407406,54393.928032407406,54396.725381944445,AIS_180,50180,1,1,6377248943536865280,0.07788221538066864,0.030027294531464577,17,-99,-99,0
16160,38.9708,6.85361,101,6377424944855256464,AIS,0,0.45164415214686837,0.58345329761505127,GALEX J023554.7+065116,38.9783031260109,6.8546901403713063,1,199.05,199.05,-999,-999,21.5658875,0.476183921,-999,-999,8.583105,3.7634778,0.1109485,false,-99,0.004279167,38.52207,6.48716,2007-10-18,2007-10-20,2007-10-23,54391.181377314817,54393.931377314817,54396.728576388887,AIS_185,50185,1,75,6377424944854204416,0.25447484850883484,0.24922308325767517,153,-99,-99,0
16160,38.9708,6.85361,101,6377424944855256455,AIS,0,0.38437403057039859,0.57694977521896362,GALEX J023553.9+065054,38.974829741363187,6.8486067914987094,1,199.05,199.05,-999,-999,21.9551926,0.6471806,-999,-999,5.996842,3.57370162,0.1109485,false,-99,0.00265198154,38.52207,6.48716,2007-10-18,2007-10-20,2007-10-23,54391.181377314817,54393.931377314817,54396.728576388887,AIS_185,50185,1,75,6377424944854204416,0.17779642343521118,0.22227229177951813,153,-99,-99,0
16160,38.9708,6.85361,101,6377424944855256684,AIS,0,0.47766355099595337,0.5842282772064209,GALEX J023553.8+065138,38.974275828671921,6.8607842108278438,1,199.05,199.05,-999,-999,22.4421387,0.56896925,-999,-999,3.8295188,2.00633383,0.1109485,false,-99,0.00155865029,38.52207,6.48716,2007-10-18,2007-10-20,2007-10-23,54391.181377314817,54393.931377314817,54396.728576388887,AIS_185,50185,1,75,6377424944854204416,0.11353888362646103,0.24924302101135254,137,-99,-99,0
16170,38.5021,-51.0783,102,6384496978949046686,AIS,0,0.37144833043714703,0.56723564863204956,GALEX J023402.7-510435,38.511595069039807,-51.076644889887447,1,208,208,-999,-999,22.88372,0.461379081,-999,-999,2.54982972,1.08327639,0.0400852524,false,-99,0.0006430269,39.06604,-50.63028,2007-10-10,2007-11-19,2007-12-29,54383.508472222224,54423.425138888888,54463.416261574072,AIS_386,50386,1,52,6384496978947997696,0.075598224997520447,0.16253043711185455,0,-99,-99,256
16170,38.5021,-51.0783,102,6384496978949046704,AIS,0,0.33500983618351127,0.56671279668807983,GALEX J023402.0-510428,38.508539606472652,-51.074452126941182,1,208,208,-999,-999,22.3377457,0.4572402,-999,-999,4.216005,1.77507079,0.0400852524,false,-99,0.002336448,39.06604,-50.63028,2007-10-10,2007-11-19,2007-12-29,54383.508472222224,54423.425138888888,54463.416261574072,AIS_386,50386,1,52,6384496978947997696,0.12499756366014481,0.248237743973732,0,-99,-99,256
16170,38.5021,-51.0783,102,6384496978949046651,AIS,0,0.26799520666662124,0.57419484853744507,GALEX J023401.2-510456,38.505174965088571,-51.082327232047327,1,208,208,-999,-999,20.2397041,0.193834364,-999,-999,29.1150761,5.19659472,0.0400852524,false,-99,0.00623172661,39.06604,-50.63028,2007-10-10,2007-11-19,2007-12-29,54383.508472222224,54423.425138888888,54463.416261574072,AIS_386,50386,1,52,6384496978947997696,0.86321371793746948,0.34129169583320618,0,-99,-99,256
16170,38.5021,-51.0783,102,6384496980022791081,AIS,0,0.40980700876566867,0.60202866792678833,GALEX J023402.6-510456,38.5109576252217,-51.082260473264583,1,192,192,-999,-999,21.0331535,0.448963821,-999,-999,14.0196733,5.795881,0.0400852524,false,-99,0.00332075171,37.56787,-51.19309,2007-10-10,2007-11-19,2007-12-29,54383.506909722222,54423.423576388886,54463.414618055554,AIS_386,50386,1,53,6384496980021739520,0.41566008329391479,0.41039374470710754,32,-99,-99,32
16176,39.2313,38.7361,103,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
16232,39.2383,24.6522,104,6377037837306433026,AIS,0,0.28741362435002549,0.353584349155426,GALEX J023657.8+243853,39.241048527823828,24.648112704970941,2,202.15,202.15,16.8900661,0.0306214411,-999,-999,636.759766,17.95442,-999,-999,0.152057588,false,0.00125010731,-99,39.09519,24.97597,2007-10-23,2007-10-27,2007-10-30,54396.587233796294,54400.087233796294,54403.641180555554,AIS_174,50174,1,1,6377037837304332288,-99,-99,0,5.915257453918457,6.0530300140380859,0
16232,39.2383,24.6522,104,6377037837305381304,AIS,0,0.35976289844679837,0.3548559844493866,GALEX J023657.7+243847,39.24068096204546,24.646608068849989,1,202.15,202.15,-999,-999,12.7584581,0.00283638784,-999,-999,28616.5,74.73986,0.152057588,false,-99,0.004373244,39.09519,24.97597,2007-10-23,2007-10-27,2007-10-30,54396.587233796294,54400.087233796294,54403.641180555554,AIS_174,50174,1,1,6377037837304332288,848.4317626953125,616.47119140625,0,-99,-99,0
16232,39.2383,24.6522,104,6403487687949418869,MIS,0,0.36757335643603584,0.36143535375595093,GALEX J023658.0+243849,39.241954449891807,24.647052316348208,1,192,192,-999,-999,12.5257244,0.00283866166,-999,-999,35457.6367,92.68161,0.152057588,false,-99,0.004738175,39.09678,24.98361,2008-11-18,2008-11-18,2008-11-19,54788.401018518518,54788.984351851854,54789.56653935185,MISMWS_17446_0175,50926,1,-999,6403487687948369920,1051.2601318359375,771.91448974609375,0,-99,-99,0
16232,39.2383,24.6522,104,6403487687950470461,MIS,0,0.28398554826932093,0.36009654402732849,GALEX J023657.8+243853,39.240990709997583,24.648147636415882,2,192,192,16.884119,0.03443434,-999,-999,640.2567,20.3009377,-999,-999,0.152057588,false,0.00112560508,-99,39.09678,24.98361,2008-11-18,2008-11-18,2008-11-19,54788.401018518518,54788.984351851854,54789.56653935185,MISMWS_17446_0175,50926,1,-999,6403487687948369920,-99,-99,0,5.9477429389953613,6.1244287490844727,0
16417,39.2388,-34.5656,105,6384426555445089352,AIS,0,0.47158331106292628,0.461256206035614,GALEX J023659.5-343403,39.248013276036822,-34.567653109564837,2,167,167,22.0723076,0.4964673,-999,-999,5.38367558,2.46115923,-999,-999,0.0233936664,false,0.00243428769,-99,39.22859,-34.10668,2006-11-04,2006-11-17,2006-11-30,54043.731412037036,54056.648078703707,54069.618715277778,AIS_384,50384,1,1,6384426555442987008,-99,-99,17,0.050012312829494476,0.049436155706644058,0
16417,39.2388,-34.5656,105,6384426555445089348,AIS,0,0.42275923381934438,0.46494033932685852,GALEX J023658.4-343417,39.243566177339972,-34.571451723309274,2,167,167,22.3928223,0.5164423,-999,-999,4.007494,1.90574527,-999,-999,0.0233936664,false,0.00210710173,-99,39.22859,-34.10668,2006-11-04,2006-11-17,2006-11-30,54043.731412037036,54056.648078703707,54069.618715277778,AIS_384,50384,1,1,6384426555442987008,-99,-99,17,0.03722810372710228,0.083202876150608063,0
16417,39.2388,-34.5656,105,6384426559739006864,AIS,0,0.47724852528225248,0.53211134672164917,GALEX J023658.7-343333,39.244591174167141,-34.559234135391947,1,171,171,-999,-999,20.9859257,0.3045062,-999,-999,14.6429749,4.10577965,0.0240648631,false,-99,0.004950075,39.29653,-35.08963,2006-11-04,2006-11-17,2006-11-30,54043.729780092595,54056.64644675926,54069.617638888885,AIS_384,50384,1,5,6384426559737954304,0.43413993716239929,0.35062724351882935,1,-99,-99,0
16417,39.2388,-34.5656,105,6384426559739007324,AIS,0,0.43026752100882165,0.53287613391876221,GALEX J023656.3-343332,39.234968923786447,-34.55916016447447,1,171,171,-999,-999,21.6178265,0.3424334,-999,-999,8.182185,2.57997561,0.0233936664,false,-99,0.0043020607,39.29653,-35.08963,2006-11-04,2006-11-17,2006-11-30,54043.729780092595,54056.64644675926,54069.617638888885,AIS_384,50384,1,5,6384426559737954304,0.24258822202682495,0.29786181449890137,1,-99,-99,0
16589,39.6046,-37.9844,106,6384426581215938988,AIS,0,0.35481063925981665,0.09430210292339325,GALEX J023824.9-375925,39.604136029844938,-37.990302193570123,3,260,260,16.8402882,0.029583754,11.927536,0.00191430619,666.633362,18.1597767,61515.5938,108.434334,0.0155870346,false,0.00124652381,0.00484243,39.48455,-37.98724,2007-10-21,2007-11-25,2007-12-30,54394.479317129626,54429.479317129626,54464.459386574075,AIS_384,50384,1,25,6384426581212790784,1823.8353271484375,1524.2935791015625,130,6.1927719116210938,6.3187503814697266,0
16620,39.8804,-11.8689,107,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
16673,40.0454,-9.45333,108,6380872944600482595,AIS,0,0.22302374710778153,0.31737315654754639,GALEX J024011.8-092711,40.049166315671513,-9.4532113616185462,1,206,206,-999,-999,12.149168,0.00225703022,-999,-999,50157.0977,104.241341,0.0237332918,false,-99,0.0441267975,40.35419,-9.35237,2007-10-19,2007-10-28,2007-11-06,54392.276898148149,54401.401898148149,54410.559490740743,AIS_283,50283,1,11,6380872944599433216,1487.0748291015625,637.4423828125,2,-99,-99,0
16673,40.0454,-9.45333,108,6380872944601535846,AIS,0,0.34312979432820295,0.31542167067527771,GALEX J024012.2-092710,40.051189250042228,-9.4530239161718459,2,206,206,16.199894,0.022555178,-999,-999,1202.38672,24.9724178,-999,-999,0.02325964,false,0.00117442547,-99,40.35419,-9.35237,2007-10-19,2007-10-28,2007-11-06,54392.276898148149,54401.401898148149,54410.559490740743,AIS_283,50283,1,11,6380872944599433216,-99,-99,2,11.169718742370606,11.362910270690918,0
16739,40.5546,40.1947,109,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
16754,39.9492,-42.9033,110,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
16765,40.3,0.704722,111,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
16895,41.0446,49.2253,112,6372850962525062780,AIS,0,0.38742039741477319,0.47736787796020508,GALEX J024412.7+491343,41.052996058595447,49.228709967062187,1,105,0,-999,-999,11.3322887,0.00228723348,-999,-999,106434.883,224.163376,0.27614,false,-99,0.0356759168,41.74143,49.07024,2011-11-19,2011-11-19,2011-11-19,55884.512511574074,55884.512511574074,55884.513726851852,AIS_55,50055,1,62,6372850962524012544,3155.61767578125,543.442626953125,1,-99,-99,-999
16895,41.0446,49.2253,112,6372850963598803933,AIS,0,0.41152199830286074,0.5456470251083374,GALEX J024412.9+491342,41.053911780977593,49.228471869763638,1,104,0,-999,-999,11.1591673,0.002202184,-999,-999,124833.883,253.137329,0.27614,false,-99,0.0203669071,40.22946,49.14272,2011-11-19,2011-11-19,2011-11-19,55884.505902777775,55884.505902777775,55884.507106481484,AIS_55,50055,1,63,6372850963597754368,3701.117431640625,654.39227294921875,1,-99,-99,-999
16920,40.1763,-54.5553,113,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
16955,40.9521,25.6583,114,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
16970,40.8246,3.24222,115,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
17051,40.6117,-50.8078,116,6384496986466294028,AIS,0,0.25462503912543161,0.15138369798660278,GALEX J024226.2-504842,40.609432588033883,-50.811794569914127,2,200,200,21.3741245,0.265836716,-999,-999,10.2412338,2.50690222,-999,-999,0.0292511638,false,0.00393727375,-99,40.66316,-50.95933,2007-10-10,2007-11-19,2007-12-29,54383.511701388888,54423.470034722224,54463.419409722221,AIS_386,50386,1,59,6384496986464190464,-99,-99,0,0.09513719379901886,0.091396704316139221,0
17094,41.2192,10.1231,117,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
17138,42.2308,69.6361,118,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
17168,41.0729,-32.5269,119,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
17206,41.2821,-18.5778,120,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
17240,41.765,35.5703,121,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
17390,41.6838,-21.6472,122,6380697082870633801,AIS,0,0.1037026628385946,0.49943387508392334,GALEX J024643.9-213843,41.683268325121666,-21.645543776759951,2,202,202,20.1836987,0.171313971,-999,-999,30.6564674,4.835986,-999,-999,0.03250544,false,0.005504153,-99,42.20973,-21.54646,2007-10-20,2007-10-30,2007-11-09,54393.649583333332,54403.607916666668,54413.574953703705,AIS_278,50278,1,67,6380697082868531200,-99,-99,0,0.28478699922561646,0.2250065952539444,0
17438,41.8021,-22.4978,123,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
17864,42.715,-39.9375,124,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
17904,43.4271,38.3431,125,6372991710750836239,AIS,0,0.35843755718553216,0.25688868761062622,GALEX J025343.3+382015,43.430464979869527,38.337740674893872,1,108,0,-999,-999,11.3998756,0.00241016271,-999,-999,100011.328,221.955414,0.0821346641,false,-99,0.0120278383,43.14572,38.21117,2011-11-19,2011-11-19,2011-11-19,55884.649375,55884.649375,55884.650625,AIS_59,50059,1,72,6372991710749786112,2965.170166015625,1037.2279052734375,2,-99,-99,-999
17925,43.1192,-12.7728,126,2920234851155059946,MIS,0,0.2926966664482416,0.47444593906402588,GALEX J025227.6-124610,43.115387951465642,-12.76964151930774,1,1671.15,1671.15,-999,-999,23.23937,0.466202,-999,-999,1.83760226,0.7888525,0.0283740386,false,-99,0.00348732225,43.40009,-13.15451,2006-11-06,2006-11-06,2006-11-07,54045.986296296294,54045.986296296294,54046.005636574075,MISWZS03_18856_0284,17462,1,-999,2920234851154001920,0.054481860250234604,0.05417521670460701,1,-99,-99,256
17925,43.1192,-12.7728,126,6380872990772433769,AIS,0,0.30433708853597041,0.50316256284713745,GALEX J025227.8-124607,43.1160599247937,-12.76875651146603,2,209,208,22.5059986,0.5069202,-999,-999,3.61079121,1.68543553,-999,-999,0.0283740386,false,0.00208501332,-99,42.76107,-12.40387,2007-10-19,2007-10-27,2007-11-03,54392.612592592595,54400.27925925926,54407.951354166667,AIS_283,50283,1,54,6380872990770331648,-99,-99,0,0.03354288637638092,0.024989387020468712,0
17925,43.1192,-12.7728,126,6380873002582544073,AIS,0,0.36239135398117062,0.47575011849403381,GALEX J025227.3-124611,43.113824419324331,-12.76980081506899,1,118,112,-999,-999,22.2518787,0.461383671,-999,-999,4.562972,1.9385643,0.0283740386,false,-99,0.00299543678,43.40463,-13.15193,2005-11-06,2005-11-06,2005-11-06,53680.169849537036,53680.169849537036,53680.171215277776,AIS_283,50283,1,65,6380873002581491712,0.13528455793857575,0.14416015148162842,1,-99,-99,0
17948,43.975,61.5239,127,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
18149,43.4025,-38.4422,128,6384426609132181182,AIS,0,0.35030571540971778,0.3891156017780304,GALEX J025336.7-382611,43.403228095554091,-38.436389491087951,2,193.1,193.1,20.6908,0.2237181,-999,-999,19.2168274,3.95870376,-999,-999,0.02034177,false,0.00422424637,-99,42.97443,-38.63364,2007-10-21,2007-11-25,2007-12-30,54394.471099537041,54429.429432870369,54464.451018518521,AIS_384,50384,1,51,6384426609130078208,-99,-99,0,0.17851707339286804,0.14464610815048218,0
18149,43.4025,-38.4422,128,6384426609132181177,AIS,0,0.34973673014955092,0.38002091646194458,GALEX J025335.2-382646,43.397054507219913,-38.446173221558233,2,193.1,193.1,22.24885,0.425420046,-999,-999,4.575744,1.79246163,-999,-999,0.0204489622,false,0.00260539143,-99,42.97443,-38.63364,2007-10-21,2007-11-25,2007-12-30,54394.471099537041,54429.429432870369,54464.451018518521,AIS_384,50384,1,51,6384426609130078208,-99,-99,0,0.042506936937570572,0.17215761542320252,0
18149,43.4025,-38.4422,128,6384426609132181172,AIS,0,0.30838407587413208,0.38283476233482361,GALEX J025336.4-382650,43.402012894400471,-38.4473255561349,2,193.1,193.1,21.77288,0.352546751,-999,-999,7.093325,2.302697,-999,-999,0.02034177,false,0.00301706186,-99,42.97443,-38.63364,2007-10-21,2007-11-25,2007-12-30,54394.471099537041,54429.429432870369,54464.451018518521,AIS_384,50384,1,51,6384426609130078208,-99,-99,0,0.065894313156604767,0.10076089948415756,0
18256,44.1037,18.0211,129,6377037914614792193,AIS,0,0.32084440702873368,0.58648133277893066,GALEX J025626.1+180124,44.108741050104129,18.023469606239139,1,168.05,168.05,-999,-999,12.1296024,0.00266733021,-999,-999,51069.18,125.431267,0.3244131,false,-99,0.0145652927,43.75760,18.50594,2006-11-20,2007-05-12,2007-10-31,54059.762141203704,54232.303807870368,54404.88486111111,AIS_174,50174,1,73,6377037914613743616,1514.116455078125,432.22677612304688,136,-99,-99,0
