78661,137.46,11.5608,414,6377741594541429272,AIS,0,0.21402577108511561,0.40752118825912476,GALEX J090949.9+113328,137.45790882911521,11.557879936741751,2,187,187,21.0157928,0.246580765,-999,-999,14.2457447,3.23455477,-999,-999,0.0249828119,false,0.00248958333,-99,137.86630,11.63555,2006-02-21,2007-02-02,2008-01-15,53787.28,54133.863333333335,54480.477384259262,AIS_194,50194,1,66,6377741594539327488,-99,-99,0,0.13233758509159088,0.18734702467918396,0
79066,137.993,5.47389,415,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
79096,138.108,14.99,416,3798436778693631104,MIS,0,0.48469907547038288,0.52346056699752808,GALEX J091227.4+145942,138.1144102838521,14.995188203053541,1,1678.3,0,-999,-999,22.8446884,0.270268917,-999,-999,2.643164,0.6577947,0.0418669768,false,-99,0.00388182886,137.65154,14.72344,2010-03-01,2010-03-01,2010-03-01,55256.23228009259,55256.23228009259,55256.251701388886,MISGCSN1_23903_0195,42422,7,-999,3798436778692575232,0.078365430235862732,0.094196617603302,3,-99,-99,-999
80081,139.707,36.8136,417,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
80441,140.242,38.1936,418,6373906500131231238,AIS,0,0.39855811398493096,0.25328773260116577,GALEX J092059.3+381118,140.247248704977,38.188393562658909,2,214,104,14.7394562,0.0168079119,-999,-999,4615.50635,71.43372,-999,-999,0.0146378446,false,0.00104247488,-99,140.48321,38.01612,2007-01-02,2007-01-25,2007-02-18,54102.084166666667,54125.750833333332,54149.473113425927,AIS_85,50085,1,68,6373906500129128448,-99,-99,2,42.876308441162109,43.492023468017578,0
80441,140.242,38.1936,418,6373906500130178852,AIS,0,0.34001922773587367,0.25433161854743958,GALEX J092059.0+381120,140.246047617332,38.188910168560582,1,214,104,-999,-999,11.6992207,0.00182169036,-999,-999,75912.125,127.337372,0.0146378446,false,-99,0.0429641344,140.48321,38.01612,2007-01-02,2007-01-25,2007-02-18,54102.084166666667,54125.750833333332,54149.473113425927,AIS_85,50085,1,68,6373906500129128448,2250.668701171875,1011.4279174804688,2,-99,-99,0
80441,140.242,38.1936,418,6373906500131231283,AIS,0,0.16479007174422189,0.26259469985961914,GALEX J092057.4+381143,140.2392980473854,38.19534183150207,2,214,104,21.6942539,0.440626144,-999,-999,7.62605858,3.09414434,-999,-999,0.0146378446,false,0.00252866675,-99,140.48321,38.01612,2007-01-02,2007-01-25,2007-02-18,54102.084166666667,54125.750833333332,54149.473113425927,AIS_85,50085,1,68,6373906500129128448,-99,-99,2,0.070843204855918884,0.088003106415271759,0
80671,139.332,-68.6881,419,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
80719,140.231,-15.6078,420,6382245126523064971,AIS,0,0.33089072077042131,0.48241415619850159,GALEX J092056.0-153646,140.23341882110469,-15.61279864766427,2,112,112,21.5360088,0.384358674,-999,-999,8.822641,3.12252188,-999,-999,0.0575620048,false,0.0017466041,-99,139.88744,-15.96191,2006-03-01,2006-03-01,2006-03-01,53795.574826388889,53795.574826388889,53795.576122685183,AIS_322,50322,1,3,6382245126520963072,-99,-99,1,0.081959009170532227,0.071480020880699158,0
81809,141.945,-6.06806,421,6378374917533995597,AIS,0,0.2006047471468532,0.44944688677787781,GALEX J092746.6-060416,141.94440572580419,-6.0713507740069819,2,159,159,17.8955574,0.057820715,-999,-999,252.219818,13.4286652,-999,-999,0.0375684761,false,0.00120595191,-99,141.97988,-5.62329,2006-02-24,2007-02-01,2008-01-09,53790.156365740739,54132.281365740739,54474.448298611111,AIS_212,50212,1,70,6378374917531893760,-99,-99,1,2.343026876449585,2.4371564388275146,0
81809,141.945,-6.06806,421,6378374917532942337,AIS,0,0.33846433924010005,0.4517594575881958,GALEX J092746.6-060425,141.94442363679931,-6.0736718818532021,1,159,159,-999,-999,12.7719011,0.00340432371,-999,-999,28264.3613,88.601326,0.0375684761,false,-99,0.0158499852,141.97988,-5.62329,2006-02-24,2007-02-01,2008-01-09,53790.156365740739,54132.281365740739,54474.448298611111,AIS_212,50212,1,70,6378374917531893760,837.991455078125,338.98440551757812,1,-99,-99,0
81919,141.915,-35.0019,422,6386467311303267290,AIS,0,0.4411790927131749,0.380402147769928,GALEX J092738.2-350027,141.90937618274879,-35.007631196047853,2,213.25,213.25,12.4182673,0.003991699,-999,-999,39146.69,143.887482,-999,-999,0.1935791,false,0.00149056443,-99,141.81736,-34.63480,2007-02-23,2007-08-04,2008-01-13,54154.062847222223,54316.229513888888,54478.429513888892,AIS_442,50442,1,59,6386467311301165056,-99,-99,8,363.65798950195312,359.3505859375,0
81937,142.888,63.0617,423,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
81997,142.29,-2.75333,424,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
82068,141.67,-64.9186,425,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
82428,142.919,-10.5406,426,6382104416951997861,AIS,0,0.44711961417605722,0.28469383716583252,GALEX J093140.6-103159,142.91943957072829,-10.533160547919479,2,173.45,173.45,20.21831,0.172667623,-999,-999,29.69467,4.721278,-999,-999,0.0324144736,false,0.005296227,-99,142.99121,-10.80898,2006-02-27,2006-03-08,2006-03-16,53793.789282407408,53802.122615740744,53810.498692129629,AIS_318,50318,1,29,6382104416949895168,-99,-99,2,0.2758522629737854,0.21463067829608917,0
82434,142.692,-40.4733,427,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
82554,141.063,-80.8025,428,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
82685,144.491,73.0869,429,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
82780,143.838,39.955,430,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
82785,143.284,-39.1433,431,6386326514760157587,AIS,0,0.49482528006555482,0.21961356699466705,GALEX J093305.6-390834,143.273378833568,-39.142901957745629,3,128,128,20.2173042,0.2531773,14.4365625,0.009245893,29.7221622,6.929076,6100.624,51.9389648,0.4494122,false,0.002624582,0.00149162021,143.38259,-39.34558,2007-01-31,2007-01-31,2007-01-31,54131.248113425929,54131.248113425929,54131.249594907407,AIS_438,50438,1,4,6386326514757009408,180.87338256835938,183.51683044433594,2,0.27610766887664795,0.27296867966651917,0
82885,143.949,35.8208,432,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
83261,144.13,-24.7147,433,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
83808,145.288,9.89611,434,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
83951,145.682,35.0775,435,6373941701683189698,AIS,0,0.23317952611923828,0.475920170545578,GALEX J094242.5+350440,145.67729235803961,35.0780108305777,2,197.05,197.05,21.25697,0.2956276,-999,-999,11.4081125,3.10548162,-999,-999,0.0106279207,false,0.00214413181,-99,146.19427,34.86115,2006-02-28,2006-09-16,2007-04-03,53794.754756944443,53994.088090277779,54193.436620370368,AIS_86,50086,1,84,6373941701681086464,-99,-99,0,0.10597705841064453,0.15146565437316895,0
85217,147.63,4.34972,436,2926638407077603056,MIS,0,0.46607777299268915,0.55209267139434814,GALEX J095030.0+042036,147.6252232136645,4.3435836631840807,2,1791.8,292.1,16.0379162,0.01514717,-999,-999,1395.83923,19.4687042,-999,-999,0.0355890356,false,0.00145151117,-99,148.16004,4.48667,2009-02-12,2010-08-04,2012-01-24,54874.10864583333,55412.1503125,55950.217881944445,MISWZN09_24160_0336,17644,7,-999,2926638407075495936,-99,-99,137,12.966818809509277,13.145464897155762,0
85217,147.63,4.34972,436,2926638407077603087,MIS,0,0.29666789015936812,0.54199045896530151,GALEX J095032.3+042052,147.63457614679649,4.3478155262288727,2,1791.8,292.1,22.30214,0.32204783,-999,-999,4.35658455,1.29192317,-999,-999,0.0355890356,false,0.00159122609,-99,148.16004,4.48667,2009-02-12,2010-08-04,2012-01-24,54874.10864583333,55412.1503125,55950.217881944445,MISWZN09_24160_0336,17644,7,-999,2926638407075495936,-99,-99,649,0.040471024811267853,0.031625684350728989,0
85217,147.63,4.34972,436,2926673591248368011,MIS,0,0.23872571025302788,0.525516927242279,GALEX J095031.1+042113,147.62958261810061,4.3536769358243248,2,2508.4,2508.4,22.6223469,0.124223173,-999,-999,3.24386978,0.3710532,-999,-999,0.03614792,false,0.003975159,-99,147.12791,4.51491,2009-01-30,2009-01-30,2009-01-30,54861.237673611111,54861.279340277775,54861.320462962962,MISWZN09_24161_0336,17645,1,-999,2926673591246258176,-99,-99,153,0.030134325847029686,0.033638201653957367,256
85217,147.63,4.34972,436,2926673591247308912,MIS,0,0.37158743779782211,0.52679538726806641,GALEX J095030.6+042038,147.6276919567398,4.3439703632040354,1,2508.4,2508.4,-999,-999,12.6792593,0.0006630054,-999,-999,30781.9453,18.7924461,0.0355890356,false,-99,0.065652065,147.12791,4.51491,2009-01-30,2009-01-30,2009-01-30,54861.237673611111,54861.279340277775,54861.320462962962,MISWZN09_24161_0336,17645,1,-999,2926673591246258176,912.6336669921875,231.79541015625,393,-99,-99,256
85217,147.63,4.34972,436,2926673591248367841,MIS,0,0.4743504735662874,0.52448832988739014,GALEX J095030.0+042036,147.62508710145,4.3435148088698528,2,2508.4,2508.4,16.1087627,0.004030646,-999,-999,1307.66553,4.85334826,-999,-999,0.0355890356,false,0.00130435789,-99,147.12791,4.51491,2009-01-30,2009-01-30,2009-01-30,54861.237673611111,54861.279340277775,54861.320462962962,MISWZN09_24161_0336,17645,1,-999,2926673591246258176,-99,-99,393,12.14771842956543,12.184752464294434,0
85217,147.63,4.34972,436,6382702559868486541,AIS,0,0.453754249308546,0.57708930969238281,GALEX J095030.0+042037,147.62520586316009,4.3438599008955769,3,222,222,16.0629,0.0231834017,12.5849457,0.00267989119,1364.08667,29.1198616,33575.418,82.8531,0.0355890356,false,0.001431789,0.0110293981,148.18749,4.48077,2006-02-03,2006-02-24,2006-03-16,53769.409351851849,53790.034351851849,53810.633356481485,AIS_335,50335,1,37,6382702559865339904,995.45550537109375,358.77035522460938,1,12.671850204467773,12.89337158203125,0
85217,147.63,4.34972,436,6382702559867442039,AIS,0,0.24292394290006483,0.56746965646743774,GALEX J095032.1+042055,147.63394338460429,4.3487549185977636,2,222,222,21.7493553,0.402458876,-999,-999,7.2487,2.68628335,-999,-999,0.03614792,false,0.00272874488,-99,148.18749,4.48077,2006-02-03,2006-02-24,2006-03-16,53769.409351851849,53790.034351851849,53810.633356481485,AIS_335,50335,1,37,6382702559865339904,-99,-99,1,0.067337684333324432,0.11217146366834641,0
85217,147.63,4.34972,436,6382702560942227957,AIS,0,0.44356371713001885,0.51642674207687378,GALEX J095030.1+042037,147.625649661378,4.3437337068222481,3,228,228,16.0792618,0.0216687173,12.52823,0.00243867026,1343.68359,26.81022,35375.9375,79.43853,0.0355890356,false,0.00116709189,0.0103569441,147.13254,4.50180,2006-02-03,2006-02-24,2006-03-16,53769.41103009259,53790.03603009259,53810.635150462964,AIS_335,50335,1,38,6382702560939081728,1048.837890625,414.86141967773438,1,12.48231315612793,12.675938606262207,0
85217,147.63,4.34972,436,6382702560941183860,AIS,0,0.26756516301778926,0.52322113513946533,GALEX J095032.2+042053,147.6341908190071,4.3481629357941,2,228,228,21.2716923,0.2660511,-999,-999,11.2544689,2.75714922,-999,-999,0.0355890356,false,0.004052834,-99,147.13254,4.50180,2006-02-03,2006-02-24,2006-03-16,53769.41103009259,53790.03603009259,53810.635150462964,AIS_335,50335,1,38,6382702560939081728,-99,-99,17,0.10454977303743362,0.11373080313205719,0
85217,147.63,4.34972,436,6382702560941183859,AIS,0,0.47952121328704789,0.52487069368362427,GALEX J095032.2+042034,147.634296634313,4.3429733452435118,2,228,228,22.5344124,0.4954299,-999,-999,3.5175252,1.60468435,-999,-999,0.03454484,false,0.00242267246,-99,147.13254,4.50180,2006-02-03,2006-02-24,2006-03-16,53769.41103009259,53790.03603009259,53810.635150462964,AIS_335,50335,1,38,6382702560939081728,-99,-99,1,0.032676480710506439,0.075699456036090851,0
86146,149.435,41.0578,437,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
87141,151.162,53.8994,438,6373624998310973685,AIS,0,0.46018092196587451,0.35871303081512451,GALEX J100435.9+535349,151.1495860598892,53.89709320476711,2,88,88,21.1935749,0.44393298,-999,-999,12.0940523,4.94378376,-999,-999,0.0091165835,false,0.00318233459,-99,150.58079,54.02630,2007-02-22,2007-02-22,2007-02-22,54153.56559027778,54153.56559027778,54153.566608796296,AIS_77,50077,1,43,6373624998308872192,-99,-99,0,0.11234918236732483,0.16919471323490143,0
87500,151.434,15.7475,439,6382667344355789661,AIS,0,0.46942287372416508,0.50313282012939453,GALEX J100544.0+154422,151.4334793015953,15.739692353524109,1,112,112,-999,-999,20.3826065,0.291605264,-999,-999,25.5244713,6.853656,0.0424867645,false,-99,0.00566827366,150.99881,15.46064,2006-03-01,2006-03-01,2006-03-01,53795.7700462963,53795.7700462963,53795.77134259259,AIS_334,50334,1,8,6382667344354738176,0.75675827264785767,0.62563574314117432,17,-99,-99,0
87822,152.072,31.6114,440,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
88215,152.523,-12.8081,441,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
88742,153.367,-33.0286,442,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
89169,154.189,-20.6656,443,6382280347402376874,AIS,0,0.2718173637976134,0.38188067078590393,GALEX J101645.8-204010,154.1911250821033,-20.669670639770128,2,219,112,15.8765049,0.0282066111,-999,-999,1619.57178,42.0650368,-999,-999,0.04837355,false,0.0010488024,-99,154.36794,-21.01395,2006-03-08,2007-02-24,2008-02-12,53802.764467592591,54155.847800925927,54508.968263888892,AIS_323,50323,1,37,6382280347400273920,-99,-99,0,15.045209884643555,15.260197639465332,0
89169,154.189,-20.6656,443,6382280347401325201,AIS,0,0.17279788937804325,0.38356727361679077,GALEX J101645.7-204004,154.1907521591265,-20.667967814762441,1,219,112,-999,-999,12.6504736,0.00271092984,-999,-999,31608.957,78.90393,0.04837355,false,-99,0.0419821553,154.36794,-21.01395,2006-03-08,2007-02-24,2008-02-12,53802.764467592591,54155.847800925927,54508.968263888892,AIS_323,50323,1,37,6382280347400273920,937.1531982421875,495.41513061523438,0,-99,-99,0
89490,154.885,-5.11833,444,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
89565,154.993,-9.06861,445,6381998930407723706,AIS,0,0.40684230588268516,0.38896572589874268,GALEX J101956.9-090421,154.9873976671002,-9.0725307004839433,2,188,188,22.3375072,0.448697239,-999,-999,4.216955,1.74229848,-999,-999,0.0438958853,false,0.00131777872,-99,155.15882,-8.72237,2006-03-25,2007-02-21,2008-01-20,53819.458287037036,54152.3749537037,54485.331724537034,AIS_315,50315,1,91,6381998930405621760,-99,-99,2,0.0391739197075367,0.17113520205020905,0
89569,154.673,-56.1181,446,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
89571,157.449,84.2594,447,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
89715,154.777,-64.6856,448,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
89995,155.83,5.69472,449,6381928485426823347,AIS,0,0.49564412294134758,0.50759679079055786,GALEX J102320.1+054114,155.83395749299791,5.6874583189861072,1,213.05,213.05,-999,-999,21.0710545,0.272215426,-999,-999,13.53873,3.39360166,0.0257405918,false,-99,0.00521332864,155.83971,6.19502,2006-03-29,2007-03-02,2008-02-03,53823.302662037036,54161.3443287037,54499.444189814814,AIS_313,50313,1,20,6381928485425774592,0.40140089392662048,0.470511794090271,1,-99,-99,0
89995,155.83,5.69472,449,6381928485426823400,AIS,0,0.42082246212400642,0.49398031830787659,GALEX J102319.9+054203,155.83295358912591,5.7010882335083526,1,213.05,213.05,-999,-999,20.4974213,0.212180316,-999,-999,22.9631386,4.486488,0.0257405918,false,-99,0.00565402163,155.83971,6.19502,2006-03-29,2007-03-02,2008-02-03,53823.302662037036,54161.3443287037,54499.444189814814,AIS_313,50313,1,20,6381928485425774592,0.68081897497177124,0.60557621717453,1,-99,-99,0
89995,155.83,5.69472,449,6381928485427876826,AIS,0,0.26745290324807597,0.503384530544281,GALEX J102318.3+054130,155.8266091831855,5.69180705486301,2,213.05,213.05,21.7359753,0.375642031,-999,-999,7.33857632,2.53837729,-999,-999,0.0257405918,false,0.00223640236,-99,155.83971,6.19502,2006-03-29,2007-03-02,2008-02-03,53823.302662037036,54161.3443287037,54499.444189814814,AIS_313,50313,1,20,6381928485425774592,-99,-99,1,0.068172603845596313,0.081570453941822052,0
89995,155.83,5.69472,449,6381928490796586391,AIS,0,0.41259987290471833,0.55792379379272461,GALEX J102319.4+054116,155.8308476317861,5.6878952581353888,2,183.05,183.05,22.3829956,0.4993929,-999,-999,4.04393244,1.85958672,-999,-999,0.0257405918,false,0.00213052845,-99,156.32622,5.42678,2006-03-29,2006-09-30,2007-04-03,53823.379803240743,54008.588136574072,54193.84747685185,AIS_313,50313,1,25,6381928490794483712,-99,-99,1,0.03756660595536232,0.031040918081998825,0
89995,155.83,5.69472,449,2930825347154848927,MIS,0,0.44925536062260174,0.50249654054641724,GALEX J102320.9+054131,155.83708415152759,5.6921955779116473,2,2163.45,2163.45,23.4831734,0.200876981,-999,-999,1.46802282,0.2715396,-999,-999,0.0257405918,false,0.00250771246,-99,155.85112,6.19450,2009-02-19,2009-03-07,2009-03-24,54881.779664351852,54897.987997685188,54914.245046296295,MISWZN11_24101_0314,17763,1,-999,2930825347152740352,-99,-99,1,0.013637377880513668,0.033899389207363129,256
89995,155.83,5.69472,449,2930825347154848882,MIS,0,0.39704574942818033,0.5068366527557373,GALEX J102319.1+054117,155.82967582418729,5.6881104378183567,2,2163.45,2163.45,22.8819218,0.17590104,-999,-999,2.554071,0.413686663,-999,-999,0.0257405918,false,0.00371067249,-99,155.85112,6.19450,2009-02-19,2009-03-07,2009-03-24,54881.779664351852,54897.987997685188,54914.245046296295,MISWZN11_24101_0314,17763,1,-999,2930825347152740352,-99,-99,267,0.023726353421807289,0.041037928313016891,256
89995,155.83,5.69472,449,2930825347154848948,MIS,0,0.39912269481034351,0.49360400438308716,GALEX J102319.4+054204,155.83097480296141,5.70130094429133,2,2163.45,2163.45,23.6653042,0.210674256,-999,-999,1.24130917,0.240802839,-999,-999,0.0257405918,false,0.00154747174,-99,155.85112,6.19450,2009-02-19,2009-03-07,2009-03-24,54881.779664351852,54897.987997685188,54914.245046296295,MISWZN11_24101_0314,17763,1,-999,2930825347152740352,-99,-99,257,0.011531293392181397,0.0079634590074419975,256
89995,155.83,5.69472,449,2930825347154848940,MIS,0,0.26737652282786595,0.49606329202651978,GALEX J102319.6+054155,155.83178317018391,5.6988077897093987,2,2163.45,2163.45,23.9249363,0.228609651,-999,-999,0.977299154,0.205727458,-999,-999,0.0257405918,false,0.002325713,-99,155.85112,6.19450,2009-02-19,2009-03-07,2009-03-24,54881.779664351852,54897.987997685188,54914.245046296295,MISWZN11_24101_0314,17763,1,-999,2930825347152740352,-99,-99,257,0.0090787401422858238,0.0039496934041380882,256
89995,155.83,5.69472,449,2930825347154848932,MIS,0,0.39955641799260916,0.49736568331718445,GALEX J102317.7+054152,155.82409784475681,5.697859056255961,2,2163.45,2163.45,22.3973274,0.146623224,-999,-999,3.99090266,0.538820446,-999,-999,0.0257405918,false,0.00371522945,-99,155.85112,6.19450,2009-02-19,2009-03-07,2009-03-24,54881.779664351852,54897.987997685188,54914.245046296295,MISWZN11_24101_0314,17763,1,-999,2930825347152740352,-99,-99,265,0.037073977291584015,0.047110121697187424,256
89995,155.83,5.69472,449,2930825347154848911,MIS,0,0.24988135834603911,0.502988874912262,GALEX J102318.4+054131,155.826751960456,5.6920934616867944,2,2163.45,2163.45,21.9687672,0.110705823,-999,-999,5.92235947,0.6037198,-999,-999,0.0257405918,false,0.00315646175,-99,155.85112,6.19450,2009-02-19,2009-03-07,2009-03-24,54881.779664351852,54897.987997685188,54914.245046296295,MISWZN11_24101_0314,17763,1,-999,2930825347152740352,-99,-99,265,0.05501648411154747,0.059509094804525375,256
89995,155.83,5.69472,449,2930895716100354620,MIS,0,0.27424968574954189,0.54541796445846558,GALEX J102318.4+054129,155.8266517872396,5.6915907410579836,2,2020.1,1728.95,22.5189362,0.156553552,-999,-999,3.56801867,0.5143518,-999,-999,0.0257405918,false,0.003779556,-99,156.31520,5.44450,2009-02-20,2009-08-15,2010-02-06,54882.327569444446,55058.11923611111,55233.915046296293,MISWZN11_24126_0314,17765,7,-999,2930895716098244608,-99,-99,137,0.033145546913146973,0.048675846308469772,256
90089,157.783,82.5569,450,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
90470,156.883,41.5908,451,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
90589,156.097,-74.0417,452,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
90839,157.658,55.9881,453,6374152738122502348,AIS,0,0.45399116433646058,0.16058535873889923,GALEX J103037.5+555850,157.65635056259879,55.980589954042543,2,105,105,15.6716,0.0257974677,-999,-999,1955.96826,46.463192,-999,-999,0.00628201663,false,0.0011946169,-99,157.78524,56.12414,2007-02-23,2007-02-23,2007-02-23,54154.602349537039,54154.602349537039,54154.603564814817,AIS_92,50092,1,19,6374152738120400896,-99,-99,130,18.170206069946289,18.498846054077148,0
90839,157.658,55.9881,453,6374152738122502378,AIS,0,0.23332208834206253,0.15009172260761261,GALEX J103039.3+555924,157.66380711818641,55.990238021393687,2,105,105,20.95327,0.32614103,-999,-999,15.0901585,4.531786,-999,-999,0.00715994369,false,0.0040718466,-99,157.78524,56.12414,2007-02-23,2007-02-23,2007-02-23,54154.602349537039,54154.602349537039,54154.603564814817,AIS_92,50092,1,19,6374152738120400896,-99,-99,130,0.14018186926841736,0.14433372020721436,0
90839,157.658,55.9881,453,6374152738122502382,AIS,0,0.47344678203325158,0.14655087888240814,GALEX J103040.7+555933,157.6696184197713,55.992575834571547,2,105,105,21.9536,0.490635782,-999,-999,6.005682,2.71326184,-999,-999,0.00715994369,false,0.00206949,-99,157.78524,56.12414,2007-02-23,2007-02-23,2007-02-23,54154.602349537039,54154.602349537039,54154.603564814817,AIS_92,50092,1,19,6374152738120400896,-99,-99,2,0.05579051747918129,0.043432548642158508,0
91280,157.967,-28.2475,454,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
91480,158.782,57.0839,455,6374152728459871189,AIS,0,0.32232619692342013,0.37677502632141113,GALEX J103510.0+570459,158.79181647416419,57.083264812636031,3,104,104,13.7817154,0.0103370817,10.8758059,0.00185366231,11151.0537,106.141212,162060.484,276.6164,0.00586089352,false,0.00160011335,0.0177072641,158.11850,56.99515,2007-02-23,2007-02-23,2007-02-23,54154.6040162037,54154.6040162037,54154.605219907404,AIS_92,50092,1,10,6374152728456724480,4804.82470703125,1214.703369140625,136,103.58908081054688,97.35272216796875,0
91706,158.743,-23.1836,456,6382315554323043037,AIS,0,0.27912422137720855,0.311979204416275,GALEX J103457.8-231116,158.741000815432,-23.187873704967981,2,214,214,21.6631622,0.312265962,-999,-999,7.8476,2.256481,-999,-999,0.07426353,false,0.002436295,-99,159.03620,-23.34209,2006-03-23,2006-08-27,2007-01-31,53817.682685185187,53974.474351851852,54131.31875,AIS_324,50324,1,58,6382315554320941056,-99,-99,0,0.072901241481304169,0.063289612531661987,0
91706,158.743,-23.1836,456,6382315554323043033,AIS,0,0.47227657592634054,0.31852388381958008,GALEX J103457.6-231034,158.74027392040409,-23.176138305312978,2,214,214,15.9055109,0.0194638688,-999,-999,1576.87659,28.26162,-999,-999,0.07426353,false,0.001336393,-99,159.03620,-23.34209,2006-03-23,2006-08-27,2007-01-31,53817.682685185187,53974.474351851852,54131.31875,AIS_324,50324,1,58,6382315554320941056,-99,-99,138,14.648588180541992,14.851227760314941,0
91858,159.068,-10.5847,457,6382139580921937921,AIS,0,0.26239914536109182,0.5955045223236084,GALEX J103617.3-103505,159.07244897128641,-10.584720851487059,1,192,192,-999,-999,12.06968,0.00339161884,-999,-999,53966.9063,168.54068,0.0490075275,false,-99,0.0141364941,159.25576,-10.01719,2006-03-25,2007-02-21,2008-01-20,53819.476377314815,54152.393043981479,54485.348761574074,AIS_319,50319,1,10,6382139580920889344,1600.029296875,492.63424682617188,185,-99,-99,32
91858,159.068,-10.5847,457,6382139580922991689,AIS,0,0.29942579672476111,0.59406173229217529,GALEX J103617.4-103500,159.07288561421029,-10.583343368638261,2,192,192,13.6056471,0.0116814366,-999,-999,13114.2334,141.061783,-999,-999,0.0490075275,false,0.00127538515,-99,159.25576,-10.01719,2006-03-25,2007-02-21,2008-01-20,53819.476377314815,54152.393043981479,54485.348761574074,AIS_319,50319,1,10,6382139580920889344,-99,-99,185,121.82627105712891,122.51638031005859,32
92139,159.333,-48.2192,458,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
